Statistic,Quarter,Sex,Usual Hours Worked,value
Persons aged 15-89 years in Employment,2007Q4,Both sexes,20 - 29.5 hours,233.7
Persons aged 15-89 years in Employment,2007Q4,Both sexes,30 - 34.5 hours,91.8
Persons aged 15-89 years in Employment,2007Q4,Both sexes,35 - 39.5 hours,793.9
Persons aged 15-89 years in Employment,2007Q4,Both sexes,40 - 44.5 hours,434.8
Persons aged 15-89 years in Employment,2007Q4,Both sexes,45 hours and over,241.9
Persons aged 15-89 years in Employment,2007Q4,Both sexes,Variable Hours (see note),259.5
Persons aged 15-89 years in Employment,2007Q4,Male,0 - 9.5 hours,10.7
Persons aged 15-89 years in Employment,2007Q4,Male,10 - 19.5 hours,27.1
Persons aged 15-89 years in Employment,2007Q4,Male,20 - 29.5 hours,52.4
Persons aged 15-89 years in Employment,2007Q4,Male,30 - 34.5 hours,24.3
Persons aged 15-89 years in Employment,2007Q4,Male,35 - 39.5 hours,447.0
Persons aged 15-89 years in Employment,2007Q4,Male,40 - 44.5 hours,307.6
Persons aged 15-89 years in Employment,2007Q4,Male,45 hours and over,205.2
Persons aged 15-89 years in Employment,2007Q4,Male,Variable Hours (see note),190.3
Persons aged 15-89 years in Employment,2007Q4,Female,0 - 9.5 hours,32.4
Persons aged 15-89 years in Employment,2007Q4,Female,10 - 19.5 hours,105.0
Persons aged 15-89 years in Employment,2007Q4,Female,20 - 29.5 hours,181.3
Persons aged 15-89 years in Employment,2007Q4,Female,30 - 34.5 hours,67.5
Persons aged 15-89 years in Employment,2007Q4,Female,35 - 39.5 hours,346.8
Persons aged 15-89 years in Employment,2007Q4,Female,40 - 44.5 hours,127.1
Persons aged 15-89 years in Employment,2007Q4,Female,45 hours and over,36.8
Persons aged 15-89 years in Employment,2007Q4,Female,Variable Hours (see note),69.2
Persons aged 15-89 years in Employment,2008Q1,Both sexes,0 - 9.5 hours,45.5
Persons aged 15-89 years in Employment,2008Q1,Both sexes,10 - 19.5 hours,130.8
Persons aged 15-89 years in Employment,2008Q1,Both sexes,20 - 29.5 hours,236.1
Persons aged 15-89 years in Employment,2008Q1,Both sexes,30 - 34.5 hours,94.0
Persons aged 15-89 years in Employment,2008Q1,Both sexes,35 - 39.5 hours,790.8
Persons aged 15-89 years in Employment,2008Q1,Both sexes,40 - 44.5 hours,439.9
Persons aged 15-89 years in Employment,2008Q1,Both sexes,45 hours and over,239.9
Persons aged 15-89 years in Employment,2008Q1,Both sexes,Variable Hours (see note),240.7
Persons aged 15-89 years in Employment,2008Q1,Male,0 - 9.5 hours,11.8
Persons aged 15-89 years in Employment,2008Q1,Male,10 - 19.5 hours,28.6
Persons aged 15-89 years in Employment,2008Q1,Male,20 - 29.5 hours,53.2
Persons aged 15-89 years in Employment,2008Q1,Male,30 - 34.5 hours,25.9
Persons aged 15-89 years in Employment,2008Q1,Male,35 - 39.5 hours,436.3
Persons aged 15-89 years in Employment,2008Q1,Male,40 - 44.5 hours,310.0
Persons aged 15-89 years in Employment,2008Q1,Male,45 hours and over,205.5
Persons aged 15-89 years in Employment,2008Q1,Male,Variable Hours (see note),179.4
Persons aged 15-89 years in Employment,2008Q1,Female,0 - 9.5 hours,33.7
Persons aged 15-89 years in Employment,2008Q1,Female,10 - 19.5 hours,102.3
Persons aged 15-89 years in Employment,2008Q1,Female,20 - 29.5 hours,182.9
Persons aged 15-89 years in Employment,2008Q1,Female,30 - 34.5 hours,68.1
Persons aged 15-89 years in Employment,2008Q1,Female,35 - 39.5 hours,354.5
Persons aged 15-89 years in Employment,2008Q1,Female,40 - 44.5 hours,130.0
Persons aged 15-89 years in Employment,2008Q1,Female,45 hours and over,34.4
Persons aged 15-89 years in Employment,2008Q1,Female,Variable Hours (see note),61.2
Persons aged 15-89 years in Employment,2008Q2,Both sexes,0 - 9.5 hours,44.4
Persons aged 15-89 years in Employment,2008Q2,Both sexes,10 - 19.5 hours,124.6
Persons aged 15-89 years in Employment,2008Q2,Both sexes,20 - 29.5 hours,245.8
Persons aged 15-89 years in Employment,2008Q2,Both sexes,30 - 34.5 hours,94.6
Persons aged 15-89 years in Employment,2008Q2,Both sexes,35 - 39.5 hours,805.1
Persons aged 15-89 years in Employment,2008Q2,Both sexes,40 - 44.5 hours,428.5
Persons aged 15-89 years in Employment,2008Q2,Both sexes,45 hours and over,237.1
Persons aged 15-89 years in Employment,2008Q2,Both sexes,Variable Hours (see note),237.7
Persons aged 15-89 years in Employment,2008Q2,Male,0 - 9.5 hours,12.2
Persons aged 15-89 years in Employment,2008Q2,Male,10 - 19.5 hours,25.6
Persons aged 15-89 years in Employment,2008Q2,Male,20 - 29.5 hours,57.8
Persons aged 15-89 years in Employment,2008Q2,Male,30 - 34.5 hours,25.2
Persons aged 15-89 years in Employment,2008Q2,Male,35 - 39.5 hours,444.3
Persons aged 15-89 years in Employment,2008Q2,Male,40 - 44.5 hours,303.9
Persons aged 15-89 years in Employment,2008Q2,Male,45 hours and over,203.4
Persons aged 15-89 years in Employment,2008Q2,Male,Variable Hours (see note),176.0
Persons aged 15-89 years in Employment,2008Q2,Female,0 - 9.5 hours,32.2
Persons aged 15-89 years in Employment,2008Q2,Female,10 - 19.5 hours,99.0
Persons aged 15-89 years in Employment,2008Q2,Female,20 - 29.5 hours,187.9
Persons aged 15-89 years in Employment,2008Q2,Female,30 - 34.5 hours,69.4
Persons aged 15-89 years in Employment,2008Q2,Female,35 - 39.5 hours,360.8
Persons aged 15-89 years in Employment,2008Q2,Female,40 - 44.5 hours,124.6
Persons aged 15-89 years in Employment,2008Q2,Female,45 hours and over,33.8
Persons aged 15-89 years in Employment,2008Q2,Female,Variable Hours (see note),61.7
Persons aged 15-89 years in Employment,2008Q3,Both sexes,0 - 9.5 hours,32.5
Persons aged 15-89 years in Employment,2008Q3,Both sexes,10 - 19.5 hours,117.7
Persons aged 15-89 years in Employment,2008Q3,Both sexes,20 - 29.5 hours,252.6
Persons aged 15-89 years in Employment,2008Q3,Both sexes,30 - 34.5 hours,101.9
Persons aged 15-89 years in Employment,2008Q3,Both sexes,35 - 39.5 hours,795.1
Persons aged 15-89 years in Employment,2008Q3,Both sexes,40 - 44.5 hours,434.3
Persons aged 15-89 years in Employment,2008Q3,Both sexes,45 hours and over,229.1
Persons aged 15-89 years in Employment,2008Q3,Both sexes,Variable Hours (see note),246.2
Persons aged 15-89 years in Employment,2008Q3,Male,0 - 9.5 hours,7.8
Persons aged 15-89 years in Employment,2008Q3,Male,10 - 19.5 hours,25.0
Persons aged 15-89 years in Employment,2008Q3,Male,20 - 29.5 hours,60.8
Persons aged 15-89 years in Employment,2008Q3,Male,30 - 34.5 hours,28.0
Persons aged 15-89 years in Employment,2008Q3,Male,35 - 39.5 hours,433.6
Persons aged 15-89 years in Employment,2008Q3,Male,40 - 44.5 hours,305.6
Persons aged 15-89 years in Employment,2008Q3,Male,45 hours and over,197.9
Persons aged 15-89 years in Employment,2008Q3,Male,Variable Hours (see note),179.6
Persons aged 15-89 years in Employment,2008Q3,Female,0 - 9.5 hours,24.7
Persons aged 15-89 years in Employment,2008Q3,Female,10 - 19.5 hours,92.8
Persons aged 15-89 years in Employment,2008Q3,Female,20 - 29.5 hours,191.8
Persons aged 15-89 years in Employment,2008Q3,Female,30 - 34.5 hours,73.9
Persons aged 15-89 years in Employment,2008Q3,Female,35 - 39.5 hours,361.5
Persons aged 15-89 years in Employment,2008Q3,Female,40 - 44.5 hours,128.7
Persons aged 15-89 years in Employment,2008Q3,Female,45 hours and over,31.2
Persons aged 15-89 years in Employment,2008Q3,Female,Variable Hours (see note),66.5
Persons aged 15-89 years in Employment,2008Q4,Both sexes,0 - 9.5 hours,41.6
Persons aged 15-89 years in Employment,2008Q4,Both sexes,10 - 19.5 hours,131.8
Persons aged 15-89 years in Employment,2008Q4,Both sexes,20 - 29.5 hours,246.7
Persons aged 15-89 years in Employment,2008Q4,Both sexes,30 - 34.5 hours,101.2
Persons aged 15-89 years in Employment,2008Q4,Both sexes,35 - 39.5 hours,759.6
Persons aged 15-89 years in Employment,2008Q4,Both sexes,40 - 44.5 hours,422.6
Persons aged 15-89 years in Employment,2008Q4,Both sexes,45 hours and over,210.8
Persons aged 15-89 years in Employment,2008Q4,Both sexes,Variable Hours (see note),231.4
Persons aged 15-89 years in Employment,2008Q4,Male,0 - 9.5 hours,12.0
Persons aged 15-89 years in Employment,2008Q4,Male,10 - 19.5 hours,30.5
Persons aged 15-89 years in Employment,2008Q4,Male,20 - 29.5 hours,56.6
Persons aged 15-89 years in Employment,2008Q4,Male,30 - 34.5 hours,27.4
Persons aged 15-89 years in Employment,2008Q4,Male,35 - 39.5 hours,411.8
Persons aged 15-89 years in Employment,2008Q4,Male,40 - 44.5 hours,300.8
Persons aged 15-89 years in Employment,2008Q4,Male,45 hours and over,181.4
Persons aged 15-89 years in Employment,2008Q4,Male,Variable Hours (see note),171.6
Persons aged 15-89 years in Employment,2008Q4,Female,0 - 9.5 hours,29.6
Persons aged 15-89 years in Employment,2008Q4,Female,10 - 19.5 hours,101.3
Persons aged 15-89 years in Employment,2008Q4,Female,20 - 29.5 hours,190.1
Persons aged 15-89 years in Employment,2008Q4,Female,30 - 34.5 hours,73.8
Persons aged 15-89 years in Employment,2008Q4,Female,35 - 39.5 hours,347.9
Persons aged 15-89 years in Employment,2008Q4,Female,40 - 44.5 hours,121.8
Persons aged 15-89 years in Employment,2008Q4,Female,45 hours and over,29.3
Persons aged 15-89 years in Employment,2008Q4,Female,Variable Hours (see note),59.8
Persons aged 15-89 years in Employment,2009Q1,Both sexes,0 - 9.5 hours,44.9
Persons aged 15-89 years in Employment,2009Q1,Both sexes,10 - 19.5 hours,132.2
Persons aged 15-89 years in Employment,2009Q1,Both sexes,20 - 29.5 hours,247.4
Persons aged 15-89 years in Employment,2009Q1,Both sexes,30 - 34.5 hours,96.3
Persons aged 15-89 years in Employment,2009Q1,Both sexes,35 - 39.5 hours,721.1
Persons aged 15-89 years in Employment,2009Q1,Both sexes,40 - 44.5 hours,382.8
Persons aged 15-89 years in Employment,2009Q1,Both sexes,45 hours and over,191.6
Persons aged 15-89 years in Employment,2009Q1,Both sexes,Variable Hours (see note),238.1
Persons aged 15-89 years in Employment,2009Q1,Male,0 - 9.5 hours,11.7
Persons aged 15-89 years in Employment,2009Q1,Male,10 - 19.5 hours,29.4
Persons aged 15-89 years in Employment,2009Q1,Male,20 - 29.5 hours,59.3
Persons aged 15-89 years in Employment,2009Q1,Male,30 - 34.5 hours,26.7
Persons aged 15-89 years in Employment,2009Q1,Male,35 - 39.5 hours,386.3
Persons aged 15-89 years in Employment,2009Q1,Male,40 - 44.5 hours,269.0
Persons aged 15-89 years in Employment,2009Q1,Male,45 hours and over,163.6
Persons aged 15-89 years in Employment,2009Q1,Male,Variable Hours (see note),177.9
Persons aged 15-89 years in Employment,2009Q1,Female,0 - 9.5 hours,33.2
Persons aged 15-89 years in Employment,2009Q1,Female,10 - 19.5 hours,102.8
Persons aged 15-89 years in Employment,2009Q1,Female,20 - 29.5 hours,188.1
Persons aged 15-89 years in Employment,2009Q1,Female,30 - 34.5 hours,69.5
Persons aged 15-89 years in Employment,2009Q1,Female,35 - 39.5 hours,334.8
Persons aged 15-89 years in Employment,2009Q1,Female,40 - 44.5 hours,113.8
Persons aged 15-89 years in Employment,2009Q1,Female,45 hours and over,28.1
Persons aged 15-89 years in Employment,2009Q1,Female,Variable Hours (see note),60.2
Persons aged 15-89 years in Employment,2009Q2,Both sexes,0 - 9.5 hours,42.6
Persons aged 15-89 years in Employment,2009Q2,Both sexes,10 - 19.5 hours,128.6
Persons aged 15-89 years in Employment,2009Q2,Both sexes,20 - 29.5 hours,252.4
Persons aged 15-89 years in Employment,2009Q2,Both sexes,30 - 34.5 hours,99.8
Persons aged 15-89 years in Employment,2009Q2,Both sexes,35 - 39.5 hours,707.5
Persons aged 15-89 years in Employment,2009Q2,Both sexes,40 - 44.5 hours,356.1
Persons aged 15-89 years in Employment,2009Q2,Both sexes,45 hours and over,188.2
Persons aged 15-89 years in Employment,2009Q2,Both sexes,Variable Hours (see note),253.3
Persons aged 15-89 years in Employment,2009Q2,Male,0 - 9.5 hours,12.6
Persons aged 15-89 years in Employment,2009Q2,Male,10 - 19.5 hours,28.0
Persons aged 15-89 years in Employment,2009Q2,Male,20 - 29.5 hours,63.7
Persons aged 15-89 years in Employment,2009Q2,Male,30 - 34.5 hours,28.8
Persons aged 15-89 years in Employment,2009Q2,Male,35 - 39.5 hours,371.2
Persons aged 15-89 years in Employment,2009Q2,Male,40 - 44.5 hours,248.8
Persons aged 15-89 years in Employment,2009Q2,Male,45 hours and over,159.3
Persons aged 15-89 years in Employment,2009Q2,Male,Variable Hours (see note),188.2
Persons aged 15-89 years in Employment,2009Q2,Female,0 - 9.5 hours,30.0
Persons aged 15-89 years in Employment,2009Q2,Female,10 - 19.5 hours,100.6
Persons aged 15-89 years in Employment,2009Q2,Female,20 - 29.5 hours,188.7
Persons aged 15-89 years in Employment,2009Q2,Female,30 - 34.5 hours,71.1
Persons aged 15-89 years in Employment,2009Q2,Female,35 - 39.5 hours,336.3
Persons aged 15-89 years in Employment,2009Q2,Female,40 - 44.5 hours,107.3
Persons aged 15-89 years in Employment,2009Q2,Female,45 hours and over,28.9
Persons aged 15-89 years in Employment,2009Q2,Female,Variable Hours (see note),65.0
Persons aged 15-89 years in Employment,2009Q3,Both sexes,0 - 9.5 hours,37.4
Persons aged 15-89 years in Employment,2009Q3,Both sexes,10 - 19.5 hours,131.2
Persons aged 15-89 years in Employment,2009Q3,Both sexes,20 - 29.5 hours,250.0
Persons aged 15-89 years in Employment,2009Q3,Both sexes,30 - 34.5 hours,96.3
Persons aged 15-89 years in Employment,2009Q3,Both sexes,35 - 39.5 hours,696.8
Persons aged 15-89 years in Employment,2009Q3,Both sexes,40 - 44.5 hours,354.2
Persons aged 15-89 years in Employment,2009Q3,Both sexes,45 hours and over,195.7
Persons aged 15-89 years in Employment,2009Q3,Both sexes,Variable Hours (see note),244.7
Persons aged 15-89 years in Employment,2009Q3,Male,0 - 9.5 hours,10.7
Persons aged 15-89 years in Employment,2009Q3,Male,10 - 19.5 hours,30.3
Persons aged 15-89 years in Employment,2009Q3,Male,20 - 29.5 hours,64.8
Persons aged 15-89 years in Employment,2009Q3,Male,30 - 34.5 hours,29.4
Persons aged 15-89 years in Employment,2009Q3,Male,35 - 39.5 hours,359.8
Persons aged 15-89 years in Employment,2009Q3,Male,40 - 44.5 hours,245.2
Persons aged 15-89 years in Employment,2009Q3,Male,45 hours and over,164.0
Persons aged 15-89 years in Employment,2009Q3,Male,Variable Hours (see note),178.8
Persons aged 15-89 years in Employment,2009Q3,Female,0 - 9.5 hours,26.7
Persons aged 15-89 years in Employment,2009Q3,Female,10 - 19.5 hours,100.8
Persons aged 15-89 years in Employment,2009Q3,Female,20 - 29.5 hours,185.2
Persons aged 15-89 years in Employment,2009Q3,Female,30 - 34.5 hours,66.8
Persons aged 15-89 years in Employment,2009Q3,Female,35 - 39.5 hours,337.0
Persons aged 15-89 years in Employment,2009Q3,Female,40 - 44.5 hours,109.0
Persons aged 15-89 years in Employment,2009Q3,Female,45 hours and over,31.6
Persons aged 15-89 years in Employment,2009Q3,Female,Variable Hours (see note),65.9
Persons aged 15-89 years in Employment,2009Q4,Both sexes,0 - 9.5 hours,41.2
Persons aged 15-89 years in Employment,2009Q4,Both sexes,10 - 19.5 hours,134.2
Persons aged 15-89 years in Employment,2009Q4,Both sexes,20 - 29.5 hours,251.8
Persons aged 15-89 years in Employment,2009Q4,Both sexes,30 - 34.5 hours,93.6
Persons aged 15-89 years in Employment,2009Q4,Both sexes,35 - 39.5 hours,666.8
Persons aged 15-89 years in Employment,2009Q4,Both sexes,40 - 44.5 hours,358.2
Persons aged 15-89 years in Employment,2009Q4,Both sexes,45 hours and over,188.6
Persons aged 15-89 years in Employment,2009Q4,Both sexes,Variable Hours (see note),236.3
Persons aged 15-89 years in Employment,2009Q4,Male,0 - 9.5 hours,11.5
Persons aged 15-89 years in Employment,2009Q4,Male,10 - 19.5 hours,32.3
Persons aged 15-89 years in Employment,2009Q4,Male,20 - 29.5 hours,65.5
Persons aged 15-89 years in Employment,2009Q4,Male,30 - 34.5 hours,26.9
Persons aged 15-89 years in Employment,2009Q4,Male,35 - 39.5 hours,346.7
Persons aged 15-89 years in Employment,2009Q4,Male,40 - 44.5 hours,247.8
Persons aged 15-89 years in Employment,2009Q4,Male,45 hours and over,158.2
Persons aged 15-89 years in Employment,2009Q4,Male,Variable Hours (see note),170.8
Persons aged 15-89 years in Employment,2009Q4,Female,0 - 9.5 hours,29.6
Persons aged 15-89 years in Employment,2009Q4,Female,10 - 19.5 hours,101.9
Persons aged 15-89 years in Employment,2009Q4,Female,20 - 29.5 hours,186.2
Persons aged 15-89 years in Employment,2009Q4,Female,30 - 34.5 hours,66.7
Persons aged 15-89 years in Employment,2009Q4,Female,35 - 39.5 hours,320.0
Persons aged 15-89 years in Employment,2009Q4,Female,40 - 44.5 hours,110.5
Persons aged 15-89 years in Employment,2009Q4,Female,45 hours and over,30.5
Persons aged 15-89 years in Employment,2009Q4,Female,Variable Hours (see note),65.5
Persons aged 15-89 years in Employment,2010Q1,Both sexes,0 - 9.5 hours,46.1
Persons aged 15-89 years in Employment,2010Q1,Both sexes,10 - 19.5 hours,128.7
Persons aged 15-89 years in Employment,2010Q1,Both sexes,20 - 29.5 hours,244.7
Persons aged 15-89 years in Employment,2010Q1,Both sexes,30 - 34.5 hours,96.0
Persons aged 15-89 years in Employment,2010Q1,Both sexes,35 - 39.5 hours,664.8
Persons aged 15-89 years in Employment,2010Q1,Both sexes,40 - 44.5 hours,337.9
Persons aged 15-89 years in Employment,2010Q1,Both sexes,45 hours and over,180.3
Persons aged 15-89 years in Employment,2010Q1,Both sexes,Variable Hours (see note),236.1
Persons aged 15-89 years in Employment,2010Q1,Male,0 - 9.5 hours,14.0
Persons aged 15-89 years in Employment,2010Q1,Male,10 - 19.5 hours,30.2
Persons aged 15-89 years in Employment,2010Q1,Male,20 - 29.5 hours,63.8
Persons aged 15-89 years in Employment,2010Q1,Male,30 - 34.5 hours,27.4
Persons aged 15-89 years in Employment,2010Q1,Male,35 - 39.5 hours,346.3
Persons aged 15-89 years in Employment,2010Q1,Male,40 - 44.5 hours,234.5
Persons aged 15-89 years in Employment,2010Q1,Male,45 hours and over,151.4
Persons aged 15-89 years in Employment,2010Q1,Male,Variable Hours (see note),169.1
Persons aged 15-89 years in Employment,2010Q1,Female,0 - 9.5 hours,32.1
Persons aged 15-89 years in Employment,2010Q1,Female,10 - 19.5 hours,98.5
Persons aged 15-89 years in Employment,2010Q1,Female,20 - 29.5 hours,180.9
Persons aged 15-89 years in Employment,2010Q1,Female,30 - 34.5 hours,68.6
Persons aged 15-89 years in Employment,2010Q1,Female,35 - 39.5 hours,318.4
Persons aged 15-89 years in Employment,2010Q1,Female,40 - 44.5 hours,103.4
Persons aged 15-89 years in Employment,2010Q1,Female,45 hours and over,28.9
Persons aged 15-89 years in Employment,2010Q1,Female,Variable Hours (see note),67.1
Persons aged 15-89 years in Employment,2010Q2,Both sexes,0 - 9.5 hours,38.7
Persons aged 15-89 years in Employment,2010Q2,Both sexes,10 - 19.5 hours,130.7
Persons aged 15-89 years in Employment,2010Q2,Both sexes,20 - 29.5 hours,247.4
Persons aged 15-89 years in Employment,2010Q2,Both sexes,30 - 34.5 hours,94.2
Persons aged 15-89 years in Employment,2010Q2,Both sexes,35 - 39.5 hours,647.8
