STATISTIC,Quarter,Sex,NACE Rev 2 Economic Sector,Region,value
Persons aged 15-89 years in Employment,2016Q1,Female,Human health and social work activities (Q),Mid-West,20.9
Persons aged 15-89 years in Employment,2016Q1,Female,Human health and social work activities (Q),South-East,18.4
Persons aged 15-89 years in Employment,2016Q1,Female,Human health and social work activities (Q),South-West,31.4
Persons aged 15-89 years in Employment,2016Q1,Female,Human health and social work activities (Q),Dublin,59.2
Persons aged 15-89 years in Employment,2016Q1,Female,Human health and social work activities (Q),Mid-East,30.6
Persons aged 15-89 years in Employment,2016Q1,Female,Human health and social work activities (Q),Midland,12.1
Persons aged 15-89 years in Employment,2016Q1,Female,Industry (B to E),State,76.8
Persons aged 15-89 years in Employment,2016Q1,Female,Industry (B to E),Border,6.7
Persons aged 15-89 years in Employment,2016Q1,Female,Industry (B to E),West,9.0
Persons aged 15-89 years in Employment,2016Q1,Female,Industry (B to E),Mid-West,9.9
Persons aged 15-89 years in Employment,2016Q1,Female,Industry (B to E),South-East,6.4
Persons aged 15-89 years in Employment,2016Q1,Female,Industry (B to E),South-West,14.7
Persons aged 15-89 years in Employment,2016Q1,Female,Industry (B to E),Dublin,17.1
Persons aged 15-89 years in Employment,2016Q1,Female,Industry (B to E),Mid-East,8.2
Persons aged 15-89 years in Employment,2016Q1,Female,Industry (B to E),Midland,4.8
Persons aged 15-89 years in Employment,2016Q1,Female,Industry and Construction (B to F),State,82.8
Persons aged 15-89 years in Employment,2016Q1,Female,Industry and Construction (B to F),Border,7.5
Persons aged 15-89 years in Employment,2016Q1,Female,Industry and Construction (B to F),West,9.6
Persons aged 15-89 years in Employment,2016Q1,Female,Industry and Construction (B to F),Mid-West,10.5
Persons aged 15-89 years in Employment,2016Q1,Female,Industry and Construction (B to F),South-East,7.5
Persons aged 15-89 years in Employment,2016Q1,Female,Industry and Construction (B to F),South-West,15.3
Persons aged 15-89 years in Employment,2016Q1,Female,Industry and Construction (B to F),Dublin,19.0
Persons aged 15-89 years in Employment,2016Q1,Female,Industry and Construction (B to F),Mid-East,8.6
Persons aged 15-89 years in Employment,2016Q1,Female,Industry and Construction (B to F),Midland,4.9
Persons aged 15-89 years in Employment,2016Q1,Female,Services (G to U),State,855.0
Persons aged 15-89 years in Employment,2016Q1,Female,Services (G to U),Border,69.0
Persons aged 15-89 years in Employment,2016Q1,Female,Services (G to U),West,70.8
Persons aged 15-89 years in Employment,2016Q1,Female,Services (G to U),Mid-West,78.1
Persons aged 15-89 years in Employment,2016Q1,Female,Services (G to U),South-East,69.0
Persons aged 15-89 years in Employment,2016Q1,Female,Services (G to U),South-West,120.4
Persons aged 15-89 years in Employment,2016Q1,Female,Services (G to U),Dublin,279.5
Persons aged 15-89 years in Employment,2016Q1,Female,Services (G to U),Mid-East,126.4
Persons aged 15-89 years in Employment,2016Q1,Female,Services (G to U),Midland,41.6
Persons aged 15-89 years in Employment,2016Q1,Female,"Financial, insurance and real estate activities (K,L)",State,55.3
Persons aged 15-89 years in Employment,2016Q1,Female,"Financial, insurance and real estate activities (K,L)",Border,
Persons aged 15-89 years in Employment,2016Q1,Female,"Financial, insurance and real estate activities (K,L)",West,
Persons aged 15-89 years in Employment,2016Q1,Female,"Financial, insurance and real estate activities (K,L)",Mid-West,4.1
Persons aged 15-89 years in Employment,2016Q1,Female,"Financial, insurance and real estate activities (K,L)",South-East,
Persons aged 15-89 years in Employment,2016Q1,Female,"Financial, insurance and real estate activities (K,L)",South-West,4.9
Persons aged 15-89 years in Employment,2016Q1,Female,"Financial, insurance and real estate activities (K,L)",Dublin,27.2
Persons aged 15-89 years in Employment,2016Q1,Female,"Financial, insurance and real estate activities (K,L)",Mid-East,8.5
Persons aged 15-89 years in Employment,2016Q1,Female,"Financial, insurance and real estate activities (K,L)",Midland,
Persons aged 15-89 years in Employment,2016Q1,Female,Other NACE activities (R to U),State,68.3
Persons aged 15-89 years in Employment,2016Q1,Female,Other NACE activities (R to U),Border,5.9
Persons aged 15-89 years in Employment,2016Q1,Female,Other NACE activities (R to U),West,4.6
Persons aged 15-89 years in Employment,2016Q1,Female,Other NACE activities (R to U),Mid-West,6.2
Persons aged 15-89 years in Employment,2016Q1,Female,Other NACE activities (R to U),South-East,4.6
Persons aged 15-89 years in Employment,2016Q1,Female,Other NACE activities (R to U),South-West,8.2
Persons aged 15-89 years in Employment,2016Q1,Female,Other NACE activities (R to U),Dublin,21.6
Persons aged 15-89 years in Employment,2016Q1,Female,Other NACE activities (R to U),Mid-East,13.8
Persons aged 15-89 years in Employment,2016Q1,Female,Other NACE activities (R to U),Midland,
Persons aged 15-89 years in Employment,2016Q1,Female,Not stated,State,4.1
Persons aged 15-89 years in Employment,2016Q1,Female,Not stated,Border,
Persons aged 15-89 years in Employment,2016Q1,Female,Not stated,West,
Persons aged 15-89 years in Employment,2016Q1,Female,Not stated,Mid-West,
Persons aged 15-89 years in Employment,2016Q1,Female,Not stated,South-East,
Persons aged 15-89 years in Employment,2016Q1,Female,Not stated,South-West,
Persons aged 15-89 years in Employment,2016Q1,Female,Not stated,Dublin,
Persons aged 15-89 years in Employment,2016Q1,Female,Not stated,Mid-East,
Persons aged 15-89 years in Employment,2016Q1,Female,Not stated,Midland,
Persons aged 15-89 years in Employment,2016Q2,Both sexes,All NACE economic sectors,State,2124.4
Persons aged 15-89 years in Employment,2016Q2,Both sexes,All NACE economic sectors,Border,176.8
Persons aged 15-89 years in Employment,2016Q2,Both sexes,All NACE economic sectors,West,191.3
Persons aged 15-89 years in Employment,2016Q2,Both sexes,All NACE economic sectors,Mid-West,206.9
Persons aged 15-89 years in Employment,2016Q2,Both sexes,All NACE economic sectors,South-East,182.7
Persons aged 15-89 years in Employment,2016Q2,Both sexes,All NACE economic sectors,South-West,305.6
Persons aged 15-89 years in Employment,2016Q2,Both sexes,All NACE economic sectors,Dublin,640.4
Persons aged 15-89 years in Employment,2016Q2,Both sexes,All NACE economic sectors,Mid-East,309.2
Persons aged 15-89 years in Employment,2016Q2,Both sexes,All NACE economic sectors,Midland,111.5
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Agriculture, forestry and fishing (A)",State,115.3
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Agriculture, forestry and fishing (A)",Border,24.1
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Agriculture, forestry and fishing (A)",West,13.4
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Agriculture, forestry and fishing (A)",Mid-West,16.7
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Agriculture, forestry and fishing (A)",South-East,14.7
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Agriculture, forestry and fishing (A)",South-West,23.4
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Agriculture, forestry and fishing (A)",Mid-East,11.6
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Agriculture, forestry and fishing (A)",Midland,9.1
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Construction (F),State,119.2
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Construction (F),Border,12.0
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Construction (F),West,11.8
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Construction (F),Mid-West,12.1
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Construction (F),South-East,13.2
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Construction (F),South-West,19.5
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Construction (F),Dublin,25.2
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Construction (F),Mid-East,17.0
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Construction (F),Midland,8.5
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",State,293.5
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Border,25.2
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",West,26.2
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Mid-West,28.1
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",South-East,28.0
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",South-West,42.9
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,80.5
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Mid-East,45.9
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Midland,16.7
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Transportation and storage (H),State,93.0
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Transportation and storage (H),Border,5.7
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Transportation and storage (H),West,6.6
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Transportation and storage (H),Mid-West,9.9
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Transportation and storage (H),South-East,5.5
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Transportation and storage (H),South-West,10.5
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Transportation and storage (H),Dublin,35.6
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Transportation and storage (H),Mid-East,14.7
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Transportation and storage (H),Midland,4.5
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Accommodation and food service activities (I),State,154.9
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Accommodation and food service activities (I),Border,13.8
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Accommodation and food service activities (I),West,18.0
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Accommodation and food service activities (I),Mid-West,14.0
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Accommodation and food service activities (I),South-East,12.7
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Accommodation and food service activities (I),South-West,20.5
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Accommodation and food service activities (I),Dublin,50.1
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Accommodation and food service activities (I),Mid-East,18.9
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Accommodation and food service activities (I),Midland,6.9
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Information and communication (J),State,105.4
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Information and communication (J),Border,
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Information and communication (J),West,7.2
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Information and communication (J),Mid-West,5.7
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Information and communication (J),South-East,5.2
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Information and communication (J),South-West,12.3
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Information and communication (J),Dublin,53.3
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Information and communication (J),Mid-East,15.3
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Information and communication (J),Midland,
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Professional, scientific and technical activities (M)",State,128.9
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Professional, scientific and technical activities (M)",Border,6.3
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Professional, scientific and technical activities (M)",West,9.4
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Professional, scientific and technical activities (M)",Mid-West,10.8
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Professional, scientific and technical activities (M)",South-East,9.2
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Professional, scientific and technical activities (M)",South-West,16.4
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Professional, scientific and technical activities (M)",Dublin,52.9
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Professional, scientific and technical activities (M)",Mid-East,20.2
Persons aged 15-89 years in Employment,2016Q2,Both sexes,"Professional, scientific and technical activities (M)",Midland,3.8
