NUTS 3 Regions,Quarter,Statistic,value
West,2008Q2,Persons aged 15 years and over in Employment (Thousand),207.6
West,2008Q2,Unemployed Persons aged 15 years and over (Thousand),15.8
West,2008Q2,Persons aged 15 years and over in Labour Force (Thousand),223.4
West,2008Q2,ILO Unemployment Rate (15 - 74 years) (%),7.1
West,2008Q2,ILO Participation Rate (15 years and over) (%),64.7
West,2008Q3,Persons aged 15 years and over in Employment (Thousand),205.8
West,2008Q3,Unemployed Persons aged 15 years and over (Thousand),18.1
West,2008Q3,Persons aged 15 years and over in Labour Force (Thousand),223.8
West,2008Q3,ILO Unemployment Rate (15 - 74 years) (%),8.1
West,2008Q3,ILO Participation Rate (15 years and over) (%),64.6
West,2008Q4,Persons aged 15 years and over in Employment (Thousand),198.3
West,2008Q4,Unemployed Persons aged 15 years and over (Thousand),22.0
West,2008Q4,Persons aged 15 years and over in Labour Force (Thousand),220.3
West,2008Q4,ILO Unemployment Rate (15 - 74 years) (%),10.1
West,2008Q4,ILO Participation Rate (15 years and over) (%),63.4
West,2009Q1,Persons aged 15 years and over in Employment (Thousand),193.9
West,2009Q1,Unemployed Persons aged 15 years and over (Thousand),25.5
West,2009Q1,Persons aged 15 years and over in Labour Force (Thousand),219.4
West,2009Q1,ILO Unemployment Rate (15 - 74 years) (%),11.7
West,2009Q1,ILO Participation Rate (15 years and over) (%),63.0
West,2009Q2,Persons aged 15 years and over in Employment (Thousand),194.3
West,2009Q2,Unemployed Persons aged 15 years and over (Thousand),31.8
West,2009Q2,Persons aged 15 years and over in Labour Force (Thousand),226.1
West,2009Q2,ILO Unemployment Rate (15 - 74 years) (%),14.1
West,2009Q2,ILO Participation Rate (15 years and over) (%),64.7
West,2009Q3,Persons aged 15 years and over in Employment (Thousand),189.3
West,2009Q3,Unemployed Persons aged 15 years and over (Thousand),33.7
West,2009Q3,Persons aged 15 years and over in Labour Force (Thousand),223.0
West,2009Q3,ILO Unemployment Rate (15 - 74 years) (%),15.2
West,2009Q3,ILO Participation Rate (15 years and over) (%),63.9
West,2009Q4,Persons aged 15 years and over in Employment (Thousand),185.4
West,2009Q4,Unemployed Persons aged 15 years and over (Thousand),29.3
West,2009Q4,Persons aged 15 years and over in Labour Force (Thousand),214.7
West,2009Q4,ILO Unemployment Rate (15 - 74 years) (%),13.7
West,2009Q4,ILO Participation Rate (15 years and over) (%),61.6
West,2010Q1,Persons aged 15 years and over in Employment (Thousand),181.9
West,2010Q1,Unemployed Persons aged 15 years and over (Thousand),30.5
West,2010Q1,Persons aged 15 years and over in Labour Force (Thousand),212.3
West,2010Q1,ILO Unemployment Rate (15 - 74 years) (%),14.4
West,2010Q1,ILO Participation Rate (15 years and over) (%),60.9
West,2010Q2,Persons aged 15 years and over in Employment (Thousand),182.7
West,2010Q2,Unemployed Persons aged 15 years and over (Thousand),35.6
West,2010Q2,Persons aged 15 years and over in Labour Force (Thousand),218.2
West,2010Q2,ILO Unemployment Rate (15 - 74 years) (%),16.4
West,2010Q2,ILO Participation Rate (15 years and over) (%),62.7
West,2010Q3,Persons aged 15 years and over in Employment (Thousand),179.1
West,2010Q3,Unemployed Persons aged 15 years and over (Thousand),36.4
West,2010Q3,Persons aged 15 years and over in Labour Force (Thousand),215.5
West,2010Q3,ILO Unemployment Rate (15 - 74 years) (%),17.0
West,2010Q3,ILO Participation Rate (15 years and over) (%),61.9
West,2010Q4,Persons aged 15 years and over in Employment (Thousand),179.5
West,2010Q4,Unemployed Persons aged 15 years and over (Thousand),35.0
West,2010Q4,Persons aged 15 years and over in Labour Force (Thousand),214.5
West,2010Q4,ILO Unemployment Rate (15 - 74 years) (%),16.4
West,2010Q4,ILO Participation Rate (15 years and over) (%),61.6
West,2011Q1,Persons aged 15 years and over in Employment (Thousand),175.4
West,2011Q1,Unemployed Persons aged 15 years and over (Thousand),37.1
West,2011Q1,Persons aged 15 years and over in Labour Force (Thousand),212.5
West,2011Q1,ILO Unemployment Rate (15 - 74 years) (%),17.6
West,2011Q1,ILO Participation Rate (15 years and over) (%),61.0
West,2011Q2,Persons aged 15 years and over in Employment (Thousand),177.5
West,2011Q2,Unemployed Persons aged 15 years and over (Thousand),38.5
West,2011Q2,Persons aged 15 years and over in Labour Force (Thousand),216.0
West,2011Q2,ILO Unemployment Rate (15 - 74 years) (%),18.0
West,2011Q2,ILO Participation Rate (15 years and over) (%),62.0
West,2011Q3,Persons aged 15 years and over in Employment (Thousand),179.0
West,2011Q3,Unemployed Persons aged 15 years and over (Thousand),37.6
West,2011Q3,Persons aged 15 years and over in Labour Force (Thousand),216.6
West,2011Q3,ILO Unemployment Rate (15 - 74 years) (%),17.5
West,2011Q3,ILO Participation Rate (15 years and over) (%),62.3
West,2011Q4,Persons aged 15 years and over in Employment (Thousand),177.4
West,2011Q4,Unemployed Persons aged 15 years and over (Thousand),34.7
West,2011Q4,Persons aged 15 years and over in Labour Force (Thousand),212.1
West,2011Q4,ILO Unemployment Rate (15 - 74 years) (%),16.5
West,2011Q4,ILO Participation Rate (15 years and over) (%),61.0
Dublin,1998Q1,Persons aged 15 years and over in Employment (Thousand),493.4
Dublin,1998Q1,Unemployed Persons aged 15 years and over (Thousand),42.5
Dublin,1998Q1,Persons aged 15 years and over in Labour Force (Thousand),535.9
Dublin,1998Q1,ILO Unemployment Rate (15 - 74 years) (%),8.0
Dublin,1998Q1,ILO Participation Rate (15 years and over) (%),62.8
Dublin,1998Q2,Persons aged 15 years and over in Employment (Thousand),496.8
Dublin,1998Q2,Unemployed Persons aged 15 years and over (Thousand),40.5
Dublin,1998Q2,Persons aged 15 years and over in Labour Force (Thousand),537.3
Dublin,1998Q2,ILO Unemployment Rate (15 - 74 years) (%),7.5
Dublin,1998Q2,ILO Participation Rate (15 years and over) (%),62.7
Dublin,1998Q3,Persons aged 15 years and over in Employment (Thousand),515.2
Dublin,1998Q3,Unemployed Persons aged 15 years and over (Thousand),39.8
Dublin,1998Q3,Persons aged 15 years and over in Labour Force (Thousand),555.1
Dublin,1998Q3,ILO Unemployment Rate (15 - 74 years) (%),7.2
Dublin,1998Q3,ILO Participation Rate (15 years and over) (%),64.6
Dublin,1998Q4,Persons aged 15 years and over in Employment (Thousand),509.1
Dublin,1998Q4,Unemployed Persons aged 15 years and over (Thousand),30.1
Dublin,1998Q4,Persons aged 15 years and over in Labour Force (Thousand),539.2
Dublin,1998Q4,ILO Unemployment Rate (15 - 74 years) (%),5.6
Dublin,1998Q4,ILO Participation Rate (15 years and over) (%),62.6
Dublin,1999Q1,Persons aged 15 years and over in Employment (Thousand),517.9
Dublin,1999Q1,Unemployed Persons aged 15 years and over (Thousand),29.6
Dublin,1999Q1,Persons aged 15 years and over in Labour Force (Thousand),547.6
Dublin,1999Q1,ILO Unemployment Rate (15 - 74 years) (%),5.4
Dublin,1999Q1,ILO Participation Rate (15 years and over) (%),63.5
Dublin,1999Q2,Persons aged 15 years and over in Employment (Thousand),527.2
Dublin,1999Q2,Unemployed Persons aged 15 years and over (Thousand),28.6
Dublin,1999Q2,Persons aged 15 years and over in Labour Force (Thousand),555.8
Dublin,1999Q2,ILO Unemployment Rate (15 - 74 years) (%),5.2
Dublin,1999Q2,ILO Participation Rate (15 years and over) (%),64.3
Dublin,1999Q3,Persons aged 15 years and over in Employment (Thousand),542.4
Dublin,1999Q3,Unemployed Persons aged 15 years and over (Thousand),25.9
Dublin,1999Q3,Persons aged 15 years and over in Labour Force (Thousand),568.3
Dublin,1999Q3,ILO Unemployment Rate (15 - 74 years) (%),4.6
Dublin,1999Q3,ILO Participation Rate (15 years and over) (%),65.5
Dublin,1999Q4,Persons aged 15 years and over in Employment (Thousand),537.8
Dublin,1999Q4,Unemployed Persons aged 15 years and over (Thousand),22.5
Dublin,1999Q4,Persons aged 15 years and over in Labour Force (Thousand),560.2
Dublin,1999Q4,ILO Unemployment Rate (15 - 74 years) (%),4.0
Dublin,1999Q4,ILO Participation Rate (15 years and over) (%),64.2
Dublin,2000Q1,Persons aged 15 years and over in Employment (Thousand),539.8
Dublin,2000Q1,Unemployed Persons aged 15 years and over (Thousand),21.6
Dublin,2000Q1,Persons aged 15 years and over in Labour Force (Thousand),561.4
Dublin,2000Q1,ILO Unemployment Rate (15 - 74 years) (%),3.8
Dublin,2000Q1,ILO Participation Rate (15 years and over) (%),64.2
Dublin,2000Q2,Persons aged 15 years and over in Employment (Thousand),548.5
Dublin,2000Q2,Unemployed Persons aged 15 years and over (Thousand),21.5
Dublin,2000Q2,Persons aged 15 years and over in Labour Force (Thousand),570.0
Dublin,2000Q2,ILO Unemployment Rate (15 - 74 years) (%),3.8
Dublin,2000Q2,ILO Participation Rate (15 years and over) (%),65.0
Dublin,2000Q3,Persons aged 15 years and over in Employment (Thousand),567.9
Dublin,2000Q3,Unemployed Persons aged 15 years and over (Thousand),21.2
Dublin,2000Q3,Persons aged 15 years and over in Labour Force (Thousand),589.1
Dublin,2000Q3,ILO Unemployment Rate (15 - 74 years) (%),3.6
Dublin,2000Q3,ILO Participation Rate (15 years and over) (%),66.9
Dublin,2000Q4,Persons aged 15 years and over in Employment (Thousand),561.1
Dublin,2000Q4,Unemployed Persons aged 15 years and over (Thousand),15.6
Dublin,2000Q4,Persons aged 15 years and over in Labour Force (Thousand),576.7
Dublin,2000Q4,ILO Unemployment Rate (15 - 74 years) (%),2.7
Dublin,2000Q4,ILO Participation Rate (15 years and over) (%),65.1
Dublin,2001Q1,Persons aged 15 years and over in Employment (Thousand),559.2
Dublin,2001Q1,Unemployed Persons aged 15 years and over (Thousand),15.8
Dublin,2001Q1,Persons aged 15 years and over in Labour Force (Thousand),575.0
Dublin,2001Q1,ILO Unemployment Rate (15 - 74 years) (%),2.8
Dublin,2001Q1,ILO Participation Rate (15 years and over) (%),64.8
Dublin,2001Q2,Persons aged 15 years and over in Employment (Thousand),560.6
Dublin,2001Q2,Unemployed Persons aged 15 years and over (Thousand),19.3
Dublin,2001Q2,Persons aged 15 years and over in Labour Force (Thousand),579.9
Dublin,2001Q2,ILO Unemployment Rate (15 - 74 years) (%),3.3
Dublin,2001Q2,ILO Participation Rate (15 years and over) (%),65.1
Dublin,2001Q3,Persons aged 15 years and over in Employment (Thousand),573.9
Dublin,2001Q3,Unemployed Persons aged 15 years and over (Thousand),21.5
Dublin,2001Q3,Persons aged 15 years and over in Labour Force (Thousand),595.4
Dublin,2001Q3,ILO Unemployment Rate (15 - 74 years) (%),3.6
Dublin,2001Q3,ILO Participation Rate (15 years and over) (%),66.5
Dublin,2001Q4,Persons aged 15 years and over in Employment (Thousand),566.3
Dublin,2001Q4,Unemployed Persons aged 15 years and over (Thousand),19.4
Dublin,2001Q4,Persons aged 15 years and over in Labour Force (Thousand),585.6
Dublin,2001Q4,ILO Unemployment Rate (15 - 74 years) (%),3.3
Dublin,2001Q4,ILO Participation Rate (15 years and over) (%),65.0
Dublin,2002Q1,Persons aged 15 years and over in Employment (Thousand),561.3
Dublin,2002Q1,Unemployed Persons aged 15 years and over (Thousand),21.7
Dublin,2002Q1,Persons aged 15 years and over in Labour Force (Thousand),583.0
Dublin,2002Q1,ILO Unemployment Rate (15 - 74 years) (%),3.7
Dublin,2002Q1,ILO Participation Rate (15 years and over) (%),64.4
Dublin,2002Q2,Persons aged 15 years and over in Employment (Thousand),560.3
Dublin,2002Q2,Unemployed Persons aged 15 years and over (Thousand),24.5
Dublin,2002Q2,Persons aged 15 years and over in Labour Force (Thousand),584.8
Dublin,2002Q2,ILO Unemployment Rate (15 - 74 years) (%),4.2
Dublin,2002Q2,ILO Participation Rate (15 years and over) (%),64.4
Dublin,2002Q3,Persons aged 15 years and over in Employment (Thousand),568.0
Dublin,2002Q3,Unemployed Persons aged 15 years and over (Thousand),26.3
Dublin,2002Q3,Persons aged 15 years and over in Labour Force (Thousand),594.3
Dublin,2002Q3,ILO Unemployment Rate (15 - 74 years) (%),4.4
Dublin,2002Q3,ILO Participation Rate (15 years and over) (%),65.2
Dublin,2002Q4,Persons aged 15 years and over in Employment (Thousand),562.4
Dublin,2002Q4,Unemployed Persons aged 15 years and over (Thousand),26.3
Dublin,2002Q4,Persons aged 15 years and over in Labour Force (Thousand),588.7
Dublin,2002Q4,ILO Unemployment Rate (15 - 74 years) (%),4.5
Dublin,2002Q4,ILO Participation Rate (15 years and over) (%),64.4
Dublin,2003Q1,Persons aged 15 years and over in Employment (Thousand),559.7
Dublin,2003Q1,Unemployed Persons aged 15 years and over (Thousand),25.8
Dublin,2003Q1,Persons aged 15 years and over in Labour Force (Thousand),585.4
Dublin,2003Q1,ILO Unemployment Rate (15 - 74 years) (%),4.4
Dublin,2003Q1,ILO Participation Rate (15 years and over) (%),63.9
Dublin,2003Q2,Persons aged 15 years and over in Employment (Thousand),565.3
Dublin,2003Q2,Unemployed Persons aged 15 years and over (Thousand),24.5
Dublin,2003Q2,Persons aged 15 years and over in Labour Force (Thousand),589.9
Dublin,2003Q2,ILO Unemployment Rate (15 - 74 years) (%),4.2
Dublin,2003Q2,ILO Participation Rate (15 years and over) (%),64.2
Dublin,2003Q3,Persons aged 15 years and over in Employment (Thousand),568.5
Dublin,2003Q3,Unemployed Persons aged 15 years and over (Thousand),28.7
Dublin,2003Q3,Persons aged 15 years and over in Labour Force (Thousand),597.2
Dublin,2003Q3,ILO Unemployment Rate (15 - 74 years) (%),4.8
Dublin,2003Q3,ILO Participation Rate (15 years and over) (%),64.8
Dublin,2003Q4,Persons aged 15 years and over in Employment (Thousand),567.6
Dublin,2003Q4,Unemployed Persons aged 15 years and over (Thousand),25.1
Dublin,2003Q4,Persons aged 15 years and over in Labour Force (Thousand),592.7
Dublin,2003Q4,ILO Unemployment Rate (15 - 74 years) (%),4.2
Dublin,2003Q4,ILO Participation Rate (15 years and over) (%),64.1
Dublin,2004Q1,Persons aged 15 years and over in Employment (Thousand),562.8
Dublin,2004Q1,Unemployed Persons aged 15 years and over (Thousand),29.5
Dublin,2004Q1,Persons aged 15 years and over in Labour Force (Thousand),592.3
Dublin,2004Q1,ILO Unemployment Rate (15 - 74 years) (%),5.0
Dublin,2004Q1,ILO Participation Rate (15 years and over) (%),63.9
Dublin,2004Q2,Persons aged 15 years and over in Employment (Thousand),565.2
Dublin,2004Q2,Unemployed Persons aged 15 years and over (Thousand),26.0
Dublin,2004Q2,Persons aged 15 years and over in Labour Force (Thousand),591.2
Dublin,2004Q2,ILO Unemployment Rate (15 - 74 years) (%),4.4
Dublin,2004Q2,ILO Participation Rate (15 years and over) (%),63.7
Dublin,2004Q3,Persons aged 15 years and over in Employment (Thousand),578.9
Dublin,2004Q3,Unemployed Persons aged 15 years and over (Thousand),27.0
Dublin,2004Q3,Persons aged 15 years and over in Labour Force (Thousand),605.9
Dublin,2004Q3,ILO Unemployment Rate (15 - 74 years) (%),4.5
Dublin,2004Q3,ILO Participation Rate (15 years and over) (%),64.9
Dublin,2004Q4,Persons aged 15 years and over in Employment (Thousand),581.0
Dublin,2004Q4,Unemployed Persons aged 15 years and over (Thousand),24.7
Dublin,2004Q4,Persons aged 15 years and over in Labour Force (Thousand),605.7
Dublin,2004Q4,ILO Unemployment Rate (15 - 74 years) (%),4.1
Dublin,2004Q4,ILO Participation Rate (15 years and over) (%),64.6
Dublin,2005Q1,Persons aged 15 years and over in Employment (Thousand),580.7
Dublin,2005Q1,Unemployed Persons aged 15 years and over (Thousand),26.1
Dublin,2005Q1,Persons aged 15 years and over in Labour Force (Thousand),606.8
Dublin,2005Q1,ILO Unemployment Rate (15 - 74 years) (%),4.3
Dublin,2005Q1,ILO Participation Rate (15 years and over) (%),64.5
Dublin,2005Q2,Persons aged 15 years and over in Employment (Thousand),591.0
Dublin,2005Q2,Unemployed Persons aged 15 years and over (Thousand),30.9
Dublin,2005Q2,Persons aged 15 years and over in Labour Force (Thousand),621.8
Dublin,2005Q2,ILO Unemployment Rate (15 - 74 years) (%),5.0
Dublin,2005Q2,ILO Participation Rate (15 years and over) (%),65.8
Dublin,2005Q3,Persons aged 15 years and over in Employment (Thousand),603.8
Dublin,2005Q3,Unemployed Persons aged 15 years and over (Thousand),30.7
Dublin,2005Q3,Persons aged 15 years and over in Labour Force (Thousand),634.5
Dublin,2005Q3,ILO Unemployment Rate (15 - 74 years) (%),4.8
Dublin,2005Q3,ILO Participation Rate (15 years and over) (%),66.6
Dublin,2005Q4,Persons aged 15 years and over in Employment (Thousand),605.7
Dublin,2005Q4,Unemployed Persons aged 15 years and over (Thousand),28.7
Dublin,2005Q4,Persons aged 15 years and over in Labour Force (Thousand),634.5
Dublin,2005Q4,ILO Unemployment Rate (15 - 74 years) (%),4.5
Dublin,2005Q4,ILO Participation Rate (15 years and over) (%),66.1
Dublin,2006Q1,Persons aged 15 years and over in Employment (Thousand),611.2
Dublin,2006Q1,Unemployed Persons aged 15 years and over (Thousand),31.0
Dublin,2006Q1,Persons aged 15 years and over in Labour Force (Thousand),642.2
Dublin,2006Q1,ILO Unemployment Rate (15 - 74 years) (%),4.8
Dublin,2006Q1,ILO Participation Rate (15 years and over) (%),66.5
Dublin,2006Q2,Persons aged 15 years and over in Employment (Thousand),610.4
