STATISTIC,Quarter,Age Group,Sex,Marital Status,value
ILO Participation Rates  (%),2000Q2,20 - 24 years,Male,Separated or divorced,
ILO Participation Rates  (%),2000Q2,20 - 24 years,Male,All marital status,89.7
ILO Participation Rates  (%),2000Q2,20 - 24 years,Female,Single - never married,79.9
ILO Participation Rates  (%),2000Q2,20 - 24 years,Female,Married,68.8
ILO Participation Rates  (%),2000Q2,20 - 24 years,Female,Widowed,
ILO Participation Rates  (%),2000Q2,20 - 24 years,Female,Separated or divorced,
ILO Participation Rates  (%),2000Q2,20 - 24 years,Female,All marital status,79.6
ILO Participation Rates  (%),2000Q2,25 - 34 years,Both sexes,Single - never married,89.8
ILO Participation Rates  (%),2000Q2,25 - 34 years,Both sexes,Married,79.8
ILO Participation Rates  (%),2000Q2,25 - 34 years,Both sexes,Widowed,
ILO Participation Rates  (%),2000Q2,25 - 34 years,Both sexes,Separated or divorced,74.4
ILO Participation Rates  (%),2000Q2,25 - 34 years,Both sexes,All marital status,85.4
ILO Participation Rates  (%),2000Q2,25 - 34 years,Male,Single - never married,92.7
ILO Participation Rates  (%),2000Q2,25 - 34 years,Male,Married,96.6
ILO Participation Rates  (%),2000Q2,25 - 34 years,Male,Widowed,
ILO Participation Rates  (%),2000Q2,25 - 34 years,Male,Separated or divorced,94.4
ILO Participation Rates  (%),2000Q2,25 - 34 years,Male,All marital status,94.1
ILO Participation Rates  (%),2000Q2,25 - 34 years,Female,Single - never married,86.1
ILO Participation Rates  (%),2000Q2,25 - 34 years,Female,Married,66.7
ILO Participation Rates  (%),2000Q2,25 - 34 years,Female,Widowed,
ILO Participation Rates  (%),2000Q2,25 - 34 years,Female,Separated or divorced,69.0
ILO Participation Rates  (%),2000Q2,25 - 34 years,Female,All marital status,76.7
ILO Participation Rates  (%),2000Q2,35 - 44 years,Both sexes,Single - never married,84.5
ILO Participation Rates  (%),2000Q2,35 - 44 years,Both sexes,Married,77.7
ILO Participation Rates  (%),2000Q2,35 - 44 years,Both sexes,Widowed,70.2
ILO Participation Rates  (%),2000Q2,35 - 44 years,Both sexes,Separated or divorced,77.5
ILO Participation Rates  (%),2000Q2,35 - 44 years,Both sexes,All marital status,78.8
ILO Participation Rates  (%),2000Q2,35 - 44 years,Male,Single - never married,86.5
ILO Participation Rates  (%),2000Q2,35 - 44 years,Male,Married,96.1
ILO Participation Rates  (%),2000Q2,35 - 44 years,Male,Widowed,81.4
ILO Participation Rates  (%),2000Q2,35 - 44 years,Male,Separated or divorced,89.4
ILO Participation Rates  (%),2000Q2,35 - 44 years,Male,All marital status,93.8
ILO Participation Rates  (%),2000Q2,35 - 44 years,Female,Single - never married,81.7
ILO Participation Rates  (%),2000Q2,35 - 44 years,Female,Married,59.9
ILO Participation Rates  (%),2000Q2,35 - 44 years,Female,Widowed,65.9
ILO Participation Rates  (%),2000Q2,35 - 44 years,Female,Separated or divorced,71.5
ILO Participation Rates  (%),2000Q2,35 - 44 years,Female,All marital status,64.0
ILO Participation Rates  (%),2000Q2,45 - 54 years,Both sexes,Single - never married,72.9
ILO Participation Rates  (%),2000Q2,45 - 54 years,Both sexes,Married,70.5
ILO Participation Rates  (%),2000Q2,45 - 54 years,Both sexes,Widowed,60.1
ILO Participation Rates  (%),2000Q2,45 - 54 years,Both sexes,Separated or divorced,70.6
ILO Participation Rates  (%),2000Q2,45 - 54 years,Both sexes,All marital status,70.5
ILO Participation Rates  (%),2000Q2,45 - 54 years,Male,Single - never married,73.5
ILO Participation Rates  (%),2000Q2,45 - 54 years,Male,Married,90.7
ILO Participation Rates  (%),2000Q2,45 - 54 years,Male,Widowed,84.2
ILO Participation Rates  (%),2000Q2,45 - 54 years,Male,Separated or divorced,82.0
ILO Participation Rates  (%),2000Q2,45 - 54 years,Male,All marital status,87.8
ILO Participation Rates  (%),2000Q2,45 - 54 years,Female,Single - never married,71.8
ILO Participation Rates  (%),2000Q2,45 - 54 years,Female,Married,50.0
ILO Participation Rates  (%),2000Q2,45 - 54 years,Female,Widowed,51.9
ILO Participation Rates  (%),2000Q2,45 - 54 years,Female,Separated or divorced,62.9
ILO Participation Rates  (%),2000Q2,45 - 54 years,Female,All marital status,52.8
ILO Participation Rates  (%),2000Q2,55 - 59 years,Both sexes,Single - never married,54.8
ILO Participation Rates  (%),2000Q2,55 - 59 years,Both sexes,Married,56.0
ILO Participation Rates  (%),2000Q2,55 - 59 years,Both sexes,Widowed,41.5
ILO Participation Rates  (%),2000Q2,55 - 59 years,Both sexes,Separated or divorced,56.6
ILO Participation Rates  (%),2000Q2,55 - 59 years,Both sexes,All marital status,55.1
ILO Participation Rates  (%),2000Q2,55 - 59 years,Male,Single - never married,57.4
ILO Participation Rates  (%),2000Q2,55 - 59 years,Male,Married,77.8
ILO Participation Rates  (%),2000Q2,55 - 59 years,Male,Widowed,68.9
ILO Participation Rates  (%),2000Q2,55 - 59 years,Male,Separated or divorced,68.1
ILO Participation Rates  (%),2000Q2,55 - 59 years,Male,All marital status,74.3
ILO Participation Rates  (%),2000Q2,55 - 59 years,Female,Single - never married,50.4
ILO Participation Rates  (%),2000Q2,55 - 59 years,Female,Married,33.1
ILO Participation Rates  (%),2000Q2,55 - 59 years,Female,Widowed,32.6
ILO Participation Rates  (%),2000Q2,55 - 59 years,Female,Separated or divorced,47.8
ILO Participation Rates  (%),2000Q2,55 - 59 years,Female,All marital status,35.4
ILO Participation Rates  (%),2000Q2,60 - 64 years,Both sexes,Single - never married,40.1
ILO Participation Rates  (%),2000Q2,60 - 64 years,Both sexes,Married,37.9
ILO Participation Rates  (%),2000Q2,60 - 64 years,Both sexes,Widowed,26.2
ILO Participation Rates  (%),2000Q2,60 - 64 years,Both sexes,Separated or divorced,30.1
ILO Participation Rates  (%),2000Q2,60 - 64 years,Both sexes,All marital status,36.7
ILO Participation Rates  (%),2000Q2,60 - 64 years,Male,Single - never married,44.2
ILO Participation Rates  (%),2000Q2,60 - 64 years,Male,Married,56.8
ILO Participation Rates  (%),2000Q2,60 - 64 years,Male,Widowed,51.4
ILO Participation Rates  (%),2000Q2,60 - 64 years,Male,Separated or divorced,34.0
ILO Participation Rates  (%),2000Q2,60 - 64 years,Male,All marital status,53.8
ILO Participation Rates  (%),2000Q2,60 - 64 years,Female,Single - never married,33.1
ILO Participation Rates  (%),2000Q2,60 - 64 years,Female,Married,17.4
ILO Participation Rates  (%),2000Q2,60 - 64 years,Female,Widowed,18.8
ILO Participation Rates  (%),2000Q2,60 - 64 years,Female,Separated or divorced,27.2
ILO Participation Rates  (%),2000Q2,60 - 64 years,Female,All marital status,19.5
ILO Participation Rates  (%),2000Q2,65 years and over,Both sexes,Single - never married,11.5
ILO Participation Rates  (%),2000Q2,65 years and over,Both sexes,Married,9.3
ILO Participation Rates  (%),2000Q2,65 years and over,Both sexes,Widowed,3.2
ILO Participation Rates  (%),2000Q2,65 years and over,Both sexes,Separated or divorced,11.1
ILO Participation Rates  (%),2000Q2,65 years and over,Both sexes,All marital status,7.5
ILO Participation Rates  (%),2000Q2,65 years and over,Male,Single - never married,17.5
ILO Participation Rates  (%),2000Q2,65 years and over,Male,Married,13.8
ILO Participation Rates  (%),2000Q2,65 years and over,Male,Widowed,6.6
ILO Participation Rates  (%),2000Q2,65 years and over,Male,Separated or divorced,16.0
ILO Participation Rates  (%),2000Q2,65 years and over,Male,All marital status,13.5
ILO Participation Rates  (%),2000Q2,65 years and over,Female,Single - never married,4.2
ILO Participation Rates  (%),2000Q2,65 years and over,Female,Married,3.3
ILO Participation Rates  (%),2000Q2,65 years and over,Female,Widowed,2.4
ILO Participation Rates  (%),2000Q2,65 years and over,Female,Separated or divorced,5.2
ILO Participation Rates  (%),2000Q2,65 years and over,Female,All marital status,3.0
ILO Participation Rates  (%),2000Q3,15 - 19 years,Both sexes,Single - never married,58.9
ILO Participation Rates  (%),2000Q3,15 - 19 years,Both sexes,Married,
ILO Participation Rates  (%),2000Q3,15 - 19 years,Both sexes,Widowed,
ILO Participation Rates  (%),2000Q3,15 - 19 years,Both sexes,Separated or divorced,
ILO Participation Rates  (%),2000Q3,15 - 19 years,Both sexes,All marital status,58.9
ILO Participation Rates  (%),2000Q3,15 - 19 years,Male,Single - never married,66.2
ILO Participation Rates  (%),2000Q3,15 - 19 years,Male,Married,
ILO Participation Rates  (%),2000Q3,15 - 19 years,Male,Widowed,
ILO Participation Rates  (%),2000Q3,15 - 19 years,Male,Separated or divorced,
ILO Participation Rates  (%),2000Q3,15 - 19 years,Male,All marital status,66.2
ILO Participation Rates  (%),2000Q3,15 - 19 years,Female,Single - never married,51.2
ILO Participation Rates  (%),2000Q3,15 - 19 years,Female,Married,
ILO Participation Rates  (%),2000Q3,15 - 19 years,Female,Widowed,
ILO Participation Rates  (%),2000Q3,15 - 19 years,Female,Separated or divorced,
ILO Participation Rates  (%),2000Q3,15 - 19 years,Female,All marital status,51.2
ILO Participation Rates  (%),2000Q3,15 years and over,Both sexes,Single - never married,74.5
ILO Participation Rates  (%),2000Q3,15 years and over,Both sexes,Married,61.5
ILO Participation Rates  (%),2000Q3,15 years and over,Both sexes,Widowed,12.3
ILO Participation Rates  (%),2000Q3,15 years and over,Both sexes,Separated or divorced,64.9
ILO Participation Rates  (%),2000Q3,15 years and over,Both sexes,All marital status,63.7
ILO Participation Rates  (%),2000Q3,15 years and over,Male,Single - never married,78.7
ILO Participation Rates  (%),2000Q3,15 years and over,Male,Married,76.9
ILO Participation Rates  (%),2000Q3,15 years and over,Male,Widowed,24.4
ILO Participation Rates  (%),2000Q3,15 years and over,Male,Separated or divorced,74.6
ILO Participation Rates  (%),2000Q3,15 years and over,Male,All marital status,76.2
ILO Participation Rates  (%),2000Q3,15 years and over,Female,Single - never married,69.6
ILO Participation Rates  (%),2000Q3,15 years and over,Female,Married,46.1
ILO Participation Rates  (%),2000Q3,15 years and over,Female,Widowed,9.3
ILO Participation Rates  (%),2000Q3,15 years and over,Female,Separated or divorced,59.2
ILO Participation Rates  (%),2000Q3,15 years and over,Female,All marital status,51.6
ILO Participation Rates  (%),2000Q3,20 - 24 years,Both sexes,Single - never married,89.7
ILO Participation Rates  (%),2000Q3,20 - 24 years,Both sexes,Married,77.8
ILO Participation Rates  (%),2000Q3,20 - 24 years,Both sexes,Widowed,
ILO Participation Rates  (%),2000Q3,20 - 24 years,Both sexes,Separated or divorced,
ILO Participation Rates  (%),2000Q3,20 - 24 years,Both sexes,All marital status,89.4
ILO Participation Rates  (%),2000Q3,20 - 24 years,Male,Single - never married,93.1
ILO Participation Rates  (%),2000Q3,20 - 24 years,Male,Married,91.8
ILO Participation Rates  (%),2000Q3,20 - 24 years,Male,Widowed,
ILO Participation Rates  (%),2000Q3,20 - 24 years,Male,Separated or divorced,
ILO Participation Rates  (%),2000Q3,20 - 24 years,Male,All marital status,93.1
ILO Participation Rates  (%),2000Q3,20 - 24 years,Female,Single - never married,86.1
ILO Participation Rates  (%),2000Q3,20 - 24 years,Female,Married,72.4
ILO Participation Rates  (%),2000Q3,20 - 24 years,Female,Widowed,
ILO Participation Rates  (%),2000Q3,20 - 24 years,Female,Separated or divorced,
ILO Participation Rates  (%),2000Q3,20 - 24 years,Female,All marital status,85.7
ILO Participation Rates  (%),2000Q3,25 - 34 years,Both sexes,Single - never married,89.5
ILO Participation Rates  (%),2000Q3,25 - 34 years,Both sexes,Married,79.4
ILO Participation Rates  (%),2000Q3,25 - 34 years,Both sexes,Widowed,
ILO Participation Rates  (%),2000Q3,25 - 34 years,Both sexes,Separated or divorced,72.4
ILO Participation Rates  (%),2000Q3,25 - 34 years,Both sexes,All marital status,85.1
ILO Participation Rates  (%),2000Q3,25 - 34 years,Male,Single - never married,92.6
ILO Participation Rates  (%),2000Q3,25 - 34 years,Male,Married,96.4
ILO Participation Rates  (%),2000Q3,25 - 34 years,Male,Widowed,
ILO Participation Rates  (%),2000Q3,25 - 34 years,Male,Separated or divorced,89.9
ILO Participation Rates  (%),2000Q3,25 - 34 years,Male,All marital status,93.9
ILO Participation Rates  (%),2000Q3,25 - 34 years,Female,Single - never married,85.6
ILO Participation Rates  (%),2000Q3,25 - 34 years,Female,Married,66.2
ILO Participation Rates  (%),2000Q3,25 - 34 years,Female,Widowed,
ILO Participation Rates  (%),2000Q3,25 - 34 years,Female,Separated or divorced,66.7
ILO Participation Rates  (%),2000Q3,25 - 34 years,Female,All marital status,76.2
ILO Participation Rates  (%),2000Q3,35 - 44 years,Both sexes,Single - never married,83.9
ILO Participation Rates  (%),2000Q3,35 - 44 years,Both sexes,Married,77.5
ILO Participation Rates  (%),2000Q3,35 - 44 years,Both sexes,Widowed,66.5
ILO Participation Rates  (%),2000Q3,35 - 44 years,Both sexes,Separated or divorced,75.2
ILO Participation Rates  (%),2000Q3,35 - 44 years,Both sexes,All marital status,78.4
ILO Participation Rates  (%),2000Q3,35 - 44 years,Male,Single - never married,86.2
ILO Participation Rates  (%),2000Q3,35 - 44 years,Male,Married,96.2
ILO Participation Rates  (%),2000Q3,35 - 44 years,Male,Widowed,82.2
ILO Participation Rates  (%),2000Q3,35 - 44 years,Male,Separated or divorced,89.4
ILO Participation Rates  (%),2000Q3,35 - 44 years,Male,All marital status,93.8
ILO Participation Rates  (%),2000Q3,35 - 44 years,Female,Single - never married,80.9
ILO Participation Rates  (%),2000Q3,35 - 44 years,Female,Married,59.4
ILO Participation Rates  (%),2000Q3,35 - 44 years,Female,Widowed,60.9
ILO Participation Rates  (%),2000Q3,35 - 44 years,Female,Separated or divorced,68.1
ILO Participation Rates  (%),2000Q3,35 - 44 years,Female,All marital status,63.3
ILO Participation Rates  (%),2000Q3,45 - 54 years,Both sexes,Single - never married,71.5
ILO Participation Rates  (%),2000Q3,45 - 54 years,Both sexes,Married,70.3
ILO Participation Rates  (%),2000Q3,45 - 54 years,Both sexes,Widowed,58.6
ILO Participation Rates  (%),2000Q3,45 - 54 years,Both sexes,Separated or divorced,71.2
ILO Participation Rates  (%),2000Q3,45 - 54 years,Both sexes,All marital status,70.2
ILO Participation Rates  (%),2000Q3,45 - 54 years,Male,Single - never married,71.5
ILO Participation Rates  (%),2000Q3,45 - 54 years,Male,Married,90.4
ILO Participation Rates  (%),2000Q3,45 - 54 years,Male,Widowed,84.0
ILO Participation Rates  (%),2000Q3,45 - 54 years,Male,Separated or divorced,83.1
ILO Participation Rates  (%),2000Q3,45 - 54 years,Male,All marital status,87.3
ILO Participation Rates  (%),2000Q3,45 - 54 years,Female,Single - never married,71.5
ILO Participation Rates  (%),2000Q3,45 - 54 years,Female,Married,50.1
ILO Participation Rates  (%),2000Q3,45 - 54 years,Female,Widowed,48.7
ILO Participation Rates  (%),2000Q3,45 - 54 years,Female,Separated or divorced,63.2
ILO Participation Rates  (%),2000Q3,45 - 54 years,Female,All marital status,52.8
ILO Participation Rates  (%),2000Q3,55 - 59 years,Both sexes,Single - never married,55.5
ILO Participation Rates  (%),2000Q3,55 - 59 years,Both sexes,Married,55.0
ILO Participation Rates  (%),2000Q3,55 - 59 years,Both sexes,Widowed,45.3
ILO Participation Rates  (%),2000Q3,55 - 59 years,Both sexes,Separated or divorced,50.7
ILO Participation Rates  (%),2000Q3,55 - 59 years,Both sexes,All marital status,54.3
ILO Participation Rates  (%),2000Q3,55 - 59 years,Male,Single - never married,58.8
ILO Participation Rates  (%),2000Q3,55 - 59 years,Male,Married,77.0
ILO Participation Rates  (%),2000Q3,55 - 59 years,Male,Widowed,70.3
ILO Participation Rates  (%),2000Q3,55 - 59 years,Male,Separated or divorced,62.6
ILO Participation Rates  (%),2000Q3,55 - 59 years,Male,All marital status,73.5
ILO Participation Rates  (%),2000Q3,55 - 59 years,Female,Single - never married,49.4
ILO Participation Rates  (%),2000Q3,55 - 59 years,Female,Married,32.0
ILO Participation Rates  (%),2000Q3,55 - 59 years,Female,Widowed,36.8
ILO Participation Rates  (%),2000Q3,55 - 59 years,Female,Separated or divorced,42.0
ILO Participation Rates  (%),2000Q3,55 - 59 years,Female,All marital status,34.5
ILO Participation Rates  (%),2000Q3,60 - 64 years,Both sexes,Single - never married,43.5
ILO Participation Rates  (%),2000Q3,60 - 64 years,Both sexes,Married,38.3
ILO Participation Rates  (%),2000Q3,60 - 64 years,Both sexes,Widowed,26.1
ILO Participation Rates  (%),2000Q3,60 - 64 years,Both sexes,Separated or divorced,36.3
ILO Participation Rates  (%),2000Q3,60 - 64 years,Both sexes,All marital status,37.5
ILO Participation Rates  (%),2000Q3,60 - 64 years,Male,Single - never married,48.2
ILO Participation Rates  (%),2000Q3,60 - 64 years,Male,Married,57.1
ILO Participation Rates  (%),2000Q3,60 - 64 years,Male,Widowed,53.4
ILO Participation Rates  (%),2000Q3,60 - 64 years,Male,Separated or divorced,43.3
ILO Participation Rates  (%),2000Q3,60 - 64 years,Male,All marital status,55.0
ILO Participation Rates  (%),2000Q3,60 - 64 years,Female,Single - never married,34.4
ILO Participation Rates  (%),2000Q3,60 - 64 years,Female,Married,18.0
ILO Participation Rates  (%),2000Q3,60 - 64 years,Female,Widowed,18.7
ILO Participation Rates  (%),2000Q3,60 - 64 years,Female,Separated or divorced,31.2
ILO Participation Rates  (%),2000Q3,60 - 64 years,Female,All marital status,20.0
ILO Participation Rates  (%),2000Q3,65 years and over,Both sexes,Single - never married,10.7
