Statistic,Quarter,Sex,ILO Economic Status,value
Persons aged 15 years and over,2004Q1,Both sexes,In labour force,2004.1
Persons aged 15 years and over,2004Q1,Both sexes,In employment,1902.3
Persons aged 15 years and over,2004Q1,Both sexes,In employment full-time,1564.8
Persons aged 15 years and over,2004Q1,Both sexes,In employment part-time,337.5
Persons aged 15 years and over,2004Q1,Both sexes,In employment part-time - not underemployed,
Persons aged 15 years and over,2004Q1,Both sexes,In employment part-time - underemployed,
Persons aged 15 years and over,2004Q1,Both sexes,Unemployed,101.8
Persons aged 15 years and over,2004Q1,Both sexes,Unemployed seeking full-time work/future job-starter,82.2
Persons aged 15 years and over,2004Q1,Both sexes,Unemployed seeking part-time work,16.7
Persons aged 15 years and over,2004Q1,Both sexes,Not in labour force,1190.8
Persons aged 15 years and over,2004Q1,Both sexes,Potential additional labour force,19.7
Persons aged 15 years and over,2004Q1,Both sexes,Others not in labour force,1171.1
Persons aged 15 years and over,2004Q1,Both sexes,Unemployed seeking work as self-employed,2.9
Persons aged 15 years and over,2004Q1,Male,All ILO economic status,1575.8
Persons aged 15 years and over,2004Q1,Male,In labour force,1162.2
Persons aged 15 years and over,2004Q1,Male,In employment,1102.8
Persons aged 15 years and over,2004Q1,Male,In employment full-time,1022.0
Persons aged 15 years and over,2004Q1,Male,In employment part-time,80.8
Persons aged 15 years and over,2004Q1,Male,In employment part-time - not underemployed,
Persons aged 15 years and over,2004Q1,Male,In employment part-time - underemployed,
Persons aged 15 years and over,2004Q1,Male,Unemployed,59.4
Persons aged 15 years and over,2004Q1,Male,Unemployed seeking full-time work/future job-starter,54.9
Persons aged 15 years and over,2004Q1,Male,Unemployed seeking part-time work,2.6
Persons aged 15 years and over,2004Q1,Male,Not in labour force,413.6
Persons aged 15 years and over,2004Q1,Male,Potential additional labour force,11.2
Persons aged 15 years and over,2004Q1,Male,Others not in labour force,402.4
Persons aged 15 years and over,2004Q1,Male,Unemployed seeking work as self-employed,1.9
Persons aged 15 years and over,2004Q1,Female,All ILO economic status,1619.1
Persons aged 15 years and over,2004Q1,Female,In labour force,841.9
Persons aged 15 years and over,2004Q1,Female,In employment,799.5
Persons aged 15 years and over,2004Q1,Female,In employment full-time,542.8
Persons aged 15 years and over,2004Q1,Female,In employment part-time,256.7
Persons aged 15 years and over,2004Q1,Female,In employment part-time - not underemployed,
Persons aged 15 years and over,2004Q1,Female,In employment part-time - underemployed,
Persons aged 15 years and over,2004Q1,Female,Unemployed,42.4
Persons aged 15 years and over,2004Q1,Female,Unemployed seeking full-time work/future job-starter,27.4
Persons aged 15 years and over,2004Q1,Female,Unemployed seeking part-time work,14.1
Persons aged 15 years and over,2004Q1,Female,Not in labour force,777.2
Persons aged 15 years and over,2004Q1,Female,Potential additional labour force,8.5
Persons aged 15 years and over,2004Q1,Female,Others not in labour force,768.7
Persons aged 15 years and over,2004Q1,Female,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2004Q2,Both sexes,All ILO economic status,3207.2
Persons aged 15 years and over,2004Q2,Both sexes,In labour force,2022.8
Persons aged 15 years and over,2004Q2,Both sexes,In employment,1925.8
Persons aged 15 years and over,2004Q2,Both sexes,In employment full-time,1590.6
Persons aged 15 years and over,2004Q2,Both sexes,In employment part-time,335.2
Persons aged 15 years and over,2004Q2,Both sexes,In employment part-time - not underemployed,
Persons aged 15 years and over,2004Q2,Both sexes,In employment part-time - underemployed,
Persons aged 15 years and over,2004Q2,Both sexes,Unemployed,97.0
Persons aged 15 years and over,2004Q2,Both sexes,Unemployed seeking full-time work/future job-starter,78.6
Persons aged 15 years and over,2004Q2,Both sexes,Unemployed seeking part-time work,15.8
Persons aged 15 years and over,2004Q2,Both sexes,Not in labour force,1184.4
Persons aged 15 years and over,2004Q2,Both sexes,Potential additional labour force,21.7
Persons aged 15 years and over,2004Q2,Both sexes,Others not in labour force,1162.8
Persons aged 15 years and over,2004Q2,Both sexes,Unemployed seeking work as self-employed,2.7
Persons aged 15 years and over,2004Q2,Male,All ILO economic status,1582.6
Persons aged 15 years and over,2004Q2,Male,In labour force,1175.8
Persons aged 15 years and over,2004Q2,Male,In employment,1116.7
Persons aged 15 years and over,2004Q2,Male,In employment full-time,1039.0
Persons aged 15 years and over,2004Q2,Male,In employment part-time,77.7
Persons aged 15 years and over,2004Q2,Male,In employment part-time - not underemployed,
Persons aged 15 years and over,2004Q2,Male,In employment part-time - underemployed,
Persons aged 15 years and over,2004Q2,Male,Unemployed,59.1
Persons aged 15 years and over,2004Q2,Male,Unemployed seeking full-time work/future job-starter,53.6
Persons aged 15 years and over,2004Q2,Male,Unemployed seeking part-time work,3.3
Persons aged 15 years and over,2004Q2,Male,Not in labour force,406.8
Persons aged 15 years and over,2004Q2,Male,Potential additional labour force,11.7
Persons aged 15 years and over,2004Q2,Male,Others not in labour force,395.1
Persons aged 15 years and over,2004Q2,Male,Unemployed seeking work as self-employed,2.1
Persons aged 15 years and over,2004Q2,Female,All ILO economic status,1624.7
Persons aged 15 years and over,2004Q2,Female,In labour force,847.0
Persons aged 15 years and over,2004Q2,Female,In employment,809.0
Persons aged 15 years and over,2004Q2,Female,In employment full-time,551.6
Persons aged 15 years and over,2004Q2,Female,In employment part-time,257.5
Persons aged 15 years and over,2004Q2,Female,In employment part-time - not underemployed,
Persons aged 15 years and over,2004Q2,Female,In employment part-time - underemployed,
Persons aged 15 years and over,2004Q2,Female,Unemployed,38.0
Persons aged 15 years and over,2004Q2,Female,Unemployed seeking full-time work/future job-starter,25.0
Persons aged 15 years and over,2004Q2,Female,Unemployed seeking part-time work,12.4
Persons aged 15 years and over,2004Q2,Female,Not in labour force,777.7
Persons aged 15 years and over,2004Q2,Female,Potential additional labour force,10.0
Persons aged 15 years and over,2004Q2,Female,Others not in labour force,767.7
Persons aged 15 years and over,2004Q2,Female,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2004Q3,Both sexes,All ILO economic status,3228.9
Persons aged 15 years and over,2004Q3,Both sexes,In labour force,2080.7
Persons aged 15 years and over,2004Q3,Both sexes,In employment,1984.1
Persons aged 15 years and over,2004Q3,Both sexes,In employment full-time,1638.1
Persons aged 15 years and over,2004Q3,Both sexes,In employment part-time,346.0
Persons aged 15 years and over,2004Q3,Both sexes,In employment part-time - not underemployed,
Persons aged 15 years and over,2004Q3,Both sexes,In employment part-time - underemployed,
Persons aged 15 years and over,2004Q3,Both sexes,Unemployed,96.6
Persons aged 15 years and over,2004Q3,Both sexes,Unemployed seeking full-time work/future job-starter,80.3
Persons aged 15 years and over,2004Q3,Both sexes,Unemployed seeking part-time work,14.3
Persons aged 15 years and over,2004Q3,Both sexes,Not in labour force,1148.2
Persons aged 15 years and over,2004Q3,Both sexes,Potential additional labour force,19.2
Persons aged 15 years and over,2004Q3,Both sexes,Others not in labour force,1129.0
Persons aged 15 years and over,2004Q3,Both sexes,Unemployed seeking work as self-employed,2.1
Persons aged 15 years and over,2004Q3,Male,All ILO economic status,1594.8
Persons aged 15 years and over,2004Q3,Male,In labour force,1204.7
Persons aged 15 years and over,2004Q3,Male,In employment,1148.6
Persons aged 15 years and over,2004Q3,Male,In employment full-time,1067.4
Persons aged 15 years and over,2004Q3,Male,In employment part-time,81.2
Persons aged 15 years and over,2004Q3,Male,In employment part-time - not underemployed,
Persons aged 15 years and over,2004Q3,Male,In employment part-time - underemployed,
Persons aged 15 years and over,2004Q3,Male,Unemployed,56.1
Persons aged 15 years and over,2004Q3,Male,Unemployed seeking full-time work/future job-starter,51.7
Persons aged 15 years and over,2004Q3,Male,Unemployed seeking part-time work,2.8
Persons aged 15 years and over,2004Q3,Male,Not in labour force,390.1
Persons aged 15 years and over,2004Q3,Male,Potential additional labour force,10.5
Persons aged 15 years and over,2004Q3,Male,Others not in labour force,379.6
Persons aged 15 years and over,2004Q3,Male,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2004Q3,Female,All ILO economic status,1634.1
Persons aged 15 years and over,2004Q3,Female,In labour force,876.0
Persons aged 15 years and over,2004Q3,Female,In employment,835.5
Persons aged 15 years and over,2004Q3,Female,In employment full-time,570.8
Persons aged 15 years and over,2004Q3,Female,In employment part-time,264.8
Persons aged 15 years and over,2004Q3,Female,In employment part-time - not underemployed,
Persons aged 15 years and over,2004Q3,Female,In employment part-time - underemployed,
Persons aged 15 years and over,2004Q3,Female,Unemployed,40.5
Persons aged 15 years and over,2004Q3,Female,Unemployed seeking full-time work/future job-starter,28.5
Persons aged 15 years and over,2004Q3,Female,Unemployed seeking part-time work,11.4
Persons aged 15 years and over,2004Q3,Female,Not in labour force,758.1
Persons aged 15 years and over,2004Q3,Female,Potential additional labour force,8.8
Persons aged 15 years and over,2004Q3,Female,Others not in labour force,749.4
Persons aged 15 years and over,2004Q3,Female,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2004Q4,Both sexes,All ILO economic status,3253.6
Persons aged 15 years and over,2004Q4,Both sexes,In labour force,2064.7
Persons aged 15 years and over,2004Q4,Both sexes,In employment,1973.8
Persons aged 15 years and over,2004Q4,Both sexes,In employment full-time,1629.1
Persons aged 15 years and over,2004Q4,Both sexes,In employment part-time,344.7
Persons aged 15 years and over,2004Q4,Both sexes,In employment part-time - not underemployed,
Persons aged 15 years and over,2004Q4,Both sexes,In employment part-time - underemployed,
Persons aged 15 years and over,2004Q4,Both sexes,Unemployed,90.9
Persons aged 15 years and over,2004Q4,Both sexes,Unemployed seeking full-time work/future job-starter,74.7
Persons aged 15 years and over,2004Q4,Both sexes,Unemployed seeking part-time work,14.3
Persons aged 15 years and over,2004Q4,Both sexes,Not in labour force,1188.9
Persons aged 15 years and over,2004Q4,Both sexes,Potential additional labour force,17.6
Persons aged 15 years and over,2004Q4,Both sexes,Others not in labour force,1171.3
Persons aged 15 years and over,2004Q4,Both sexes,Unemployed seeking work as self-employed,1.9
Persons aged 15 years and over,2004Q4,Male,All ILO economic status,1608.7
Persons aged 15 years and over,2004Q4,Male,In labour force,1192.4
Persons aged 15 years and over,2004Q4,Male,In employment,1138.4
Persons aged 15 years and over,2004Q4,Male,In employment full-time,1060.7
Persons aged 15 years and over,2004Q4,Male,In employment part-time,77.6
Persons aged 15 years and over,2004Q4,Male,In employment part-time - not underemployed,
Persons aged 15 years and over,2004Q4,Male,In employment part-time - underemployed,
Persons aged 15 years and over,2004Q4,Male,Unemployed,54.0
Persons aged 15 years and over,2004Q4,Male,Unemployed seeking full-time work/future job-starter,50.4
Persons aged 15 years and over,2004Q4,Male,Unemployed seeking part-time work,2.1
Persons aged 15 years and over,2004Q4,Male,Not in labour force,416.3
Persons aged 15 years and over,2004Q4,Male,Potential additional labour force,10.0
Persons aged 15 years and over,2004Q4,Male,Others not in labour force,406.3
Persons aged 15 years and over,2004Q4,Male,Unemployed seeking work as self-employed,1.5
Persons aged 15 years and over,2004Q4,Female,All ILO economic status,1644.9
Persons aged 15 years and over,2004Q4,Female,In labour force,872.3
Persons aged 15 years and over,2004Q4,Female,In employment,835.4
Persons aged 15 years and over,2004Q4,Female,In employment full-time,568.3
Persons aged 15 years and over,2004Q4,Female,In employment part-time,267.1
Persons aged 15 years and over,2004Q4,Female,In employment part-time - not underemployed,
Persons aged 15 years and over,2004Q4,Female,In employment part-time - underemployed,
Persons aged 15 years and over,2004Q4,Female,Unemployed,36.9
Persons aged 15 years and over,2004Q4,Female,Unemployed seeking full-time work/future job-starter,24.4
Persons aged 15 years and over,2004Q4,Female,Unemployed seeking part-time work,12.2
Persons aged 15 years and over,2004Q4,Female,Not in labour force,772.6
Persons aged 15 years and over,2004Q4,Female,Potential additional labour force,7.7
Persons aged 15 years and over,2004Q4,Female,Others not in labour force,764.9
Persons aged 15 years and over,2004Q4,Female,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2005Q1,Both sexes,All ILO economic status,3270.1
Persons aged 15 years and over,2005Q1,Both sexes,In labour force,2080.9
