Statistic,Nationality,ILO Economic Status,Quarter,value
Persons aged 15 years and over,UK,In employment,1999Q4,
Persons aged 15 years and over,UK,In employment,2000Q1,
Persons aged 15 years and over,UK,In employment,2000Q2,
Persons aged 15 years and over,UK,In employment,2000Q3,
Persons aged 15 years and over,UK,In employment,2000Q4,
Persons aged 15 years and over,UK,In employment,2001Q1,
Persons aged 15 years and over,UK,In employment,2001Q2,
Persons aged 15 years and over,UK,In employment,2001Q3,
Persons aged 15 years and over,UK,In employment,2001Q4,
Persons aged 15 years and over,UK,In employment,2002Q1,
Persons aged 15 years and over,UK,In employment,2002Q2,
Persons aged 15 years and over,UK,In employment,2002Q3,
Persons aged 15 years and over,UK,In employment,2002Q4,
Persons aged 15 years and over,UK,In employment,2003Q1,
Persons aged 15 years and over,UK,In employment,2003Q2,
Persons aged 15 years and over,UK,In employment,2003Q3,
Persons aged 15 years and over,UK,In employment,2003Q4,
Persons aged 15 years and over,UK,In employment,2004Q1,
Persons aged 15 years and over,UK,In employment,2004Q2,
Persons aged 15 years and over,UK,In employment,2004Q3,
Persons aged 15 years and over,UK,In employment,2004Q4,
Persons aged 15 years and over,UK,In employment,2005Q1,
Persons aged 15 years and over,UK,In employment,2005Q2,
Persons aged 15 years and over,UK,In employment,2005Q3,
Persons aged 15 years and over,UK,In employment,2005Q4,
Persons aged 15 years and over,UK,In employment,2006Q1,
Persons aged 15 years and over,UK,In employment,2006Q2,
Persons aged 15 years and over,UK,In employment,2006Q3,58.2
Persons aged 15 years and over,UK,In employment,2006Q4,58.9
Persons aged 15 years and over,UK,In employment,2007Q1,59.5
Persons aged 15 years and over,UK,In employment,2007Q2,60.7
Persons aged 15 years and over,UK,In employment,2007Q3,56.7
Persons aged 15 years and over,UK,In employment,2007Q4,58.6
Persons aged 15 years and over,UK,In employment,2008Q1,57.2
Persons aged 15 years and over,UK,In employment,2008Q2,56.1
Persons aged 15 years and over,UK,In employment,2008Q3,56.3
Persons aged 15 years and over,UK,In employment,2008Q4,55.8
Persons aged 15 years and over,UK,In employment,2009Q1,54.2
Persons aged 15 years and over,UK,In employment,2009Q2,55.3
Persons aged 15 years and over,UK,In employment,2009Q3,51.6
Persons aged 15 years and over,UK,In employment,2009Q4,54.5
Persons aged 15 years and over,UK,In employment,2010Q1,52.0
Persons aged 15 years and over,UK,In employment,2010Q2,52.0
Persons aged 15 years and over,UK,In employment,2010Q3,50.5
Persons aged 15 years and over,UK,In employment,2010Q4,49.1
Persons aged 15 years and over,UK,In employment,2011Q1,49.5
Persons aged 15 years and over,UK,In employment,2011Q2,49.0
Persons aged 15 years and over,UK,In employment,2011Q3,45.4
Persons aged 15 years and over,UK,In employment,2011Q4,45.0
Persons aged 15 years and over,UK,In employment,2012Q1,44.4
Persons aged 15 years and over,UK,In employment,2012Q2,46.2
Persons aged 15 years and over,UK,In employment,2012Q3,47.2
Persons aged 15 years and over,UK,In employment,2012Q4,46.3
Persons aged 15 years and over,UK,In employment,2013Q1,45.0
Persons aged 15 years and over,UK,In employment,2013Q2,49.2
Persons aged 15 years and over,UK,In employment,2013Q3,50.3
Persons aged 15 years and over,UK,In employment,2013Q4,48.4
Persons aged 15 years and over,UK,In employment,2014Q1,46.6
Persons aged 15 years and over,UK,In employment,2014Q2,46.3
Persons aged 15 years and over,UK,In employment,2014Q3,46.7
Persons aged 15 years and over,UK,In employment,2014Q4,48.4
Persons aged 15 years and over,UK,In employment,2015Q1,46.1
Persons aged 15 years and over,UK,In employment,2015Q2,49.2
Persons aged 15 years and over,UK,In employment,2015Q3,52.7
Persons aged 15 years and over,UK,In employment,2015Q4,49.7
Persons aged 15 years and over,UK,In employment,2016Q1,50.4
Persons aged 15 years and over,UK,In employment,2016Q2,50.1
Persons aged 15 years and over,UK,In employment,2016Q3,53.1
Persons aged 15 years and over,UK,In employment,2016Q4,51.4
Persons aged 15 years and over,UK,In employment,2017Q1,52.2
Persons aged 15 years and over,UK,In employment,2017Q2,55.0
Persons aged 15 years and over,UK,In employment,2017Q3,53.9
Persons aged 15 years and over,UK,In employment,2017Q4,54.6
Persons aged 15 years and over,UK,In employment,2018Q1,55.1
Persons aged 15 years and over,UK,In employment,2018Q2,59.7
Persons aged 15 years and over,UK,In employment,2018Q3,55.8
Persons aged 15 years and over,UK,In employment,2018Q4,58.6
Persons aged 15 years and over,UK,In employment,2019Q1,61.1
Persons aged 15 years and over,UK,In employment,2019Q2,60.1
Persons aged 15 years and over,UK,In employment,2019Q3,57.0
Persons aged 15 years and over,UK,In employment,2019Q4,60.4
Persons aged 15 years and over,UK,Unemployed,1998Q1,
Persons aged 15 years and over,UK,Unemployed,1998Q2,
Persons aged 15 years and over,UK,Unemployed,1998Q3,
Persons aged 15 years and over,UK,Unemployed,1998Q4,
Persons aged 15 years and over,UK,Unemployed,1999Q1,
Persons aged 15 years and over,UK,Unemployed,1999Q2,
Persons aged 15 years and over,UK,Unemployed,1999Q3,
Persons aged 15 years and over,UK,Unemployed,1999Q4,
Persons aged 15 years and over,UK,Unemployed,2000Q1,
Persons aged 15 years and over,UK,Unemployed,2000Q2,
Persons aged 15 years and over,UK,Unemployed,2000Q3,
Persons aged 15 years and over,UK,Unemployed,2000Q4,
Persons aged 15 years and over,UK,Unemployed,2001Q1,
Persons aged 15 years and over,UK,Unemployed,2001Q2,
Persons aged 15 years and over,UK,Unemployed,2001Q3,
Persons aged 15 years and over,UK,Unemployed,2001Q4,
Persons aged 15 years and over,UK,Unemployed,2002Q1,
Persons aged 15 years and over,UK,Unemployed,2002Q2,
Persons aged 15 years and over,UK,Unemployed,2002Q3,
Persons aged 15 years and over,UK,Unemployed,2002Q4,
Persons aged 15 years and over,UK,Unemployed,2003Q1,
Persons aged 15 years and over,UK,Unemployed,2003Q2,
Persons aged 15 years and over,UK,Unemployed,2003Q3,
Persons aged 15 years and over,UK,Unemployed,2003Q4,
Persons aged 15 years and over,UK,Unemployed,2004Q1,
Persons aged 15 years and over,UK,Unemployed,2004Q2,
Persons aged 15 years and over,UK,Unemployed,2004Q3,
Persons aged 15 years and over,UK,Unemployed,2004Q4,
Persons aged 15 years and over,UK,Unemployed,2005Q1,
Persons aged 15 years and over,UK,Unemployed,2005Q2,
Persons aged 15 years and over,UK,Unemployed,2005Q3,
Persons aged 15 years and over,UK,Unemployed,2005Q4,
Persons aged 15 years and over,UK,Unemployed,2006Q1,
Persons aged 15 years and over,UK,Unemployed,2006Q2,
Persons aged 15 years and over,UK,Unemployed,2006Q3,5.0
Persons aged 15 years and over,UK,Unemployed,2006Q4,4.2
Persons aged 15 years and over,UK,Unemployed,2007Q1,3.5
Persons aged 15 years and over,UK,Unemployed,2007Q2,3.4
Persons aged 15 years and over,UK,Unemployed,2007Q3,6.3
Persons aged 15 years and over,UK,Unemployed,2007Q4,4.7
Persons aged 15 years and over,UK,Unemployed,2008Q1,4.7
Persons aged 15 years and over,UK,Unemployed,2008Q2,5.0
Persons aged 15 years and over,UK,Unemployed,2008Q3,5.4
Persons aged 15 years and over,UK,Unemployed,2008Q4,4.9
Persons aged 15 years and over,UK,Unemployed,2009Q1,8.6
Persons aged 15 years and over,UK,Unemployed,2009Q2,8.1
Persons aged 15 years and over,UK,Unemployed,2009Q3,11.2
Persons aged 15 years and over,UK,Unemployed,2009Q4,9.2
Persons aged 15 years and over,UK,Unemployed,2010Q1,10.2
Persons aged 15 years and over,UK,Unemployed,2010Q2,10.6
Persons aged 15 years and over,UK,Unemployed,2010Q3,10.8
Persons aged 15 years and over,UK,Unemployed,2010Q4,11.5
Persons aged 15 years and over,UK,Unemployed,2011Q1,12.7
Persons aged 15 years and over,UK,Unemployed,2011Q2,11.9
Persons aged 15 years and over,UK,Unemployed,2011Q3,15.2
Persons aged 15 years and over,UK,Unemployed,2011Q4,13.2
Persons aged 15 years and over,UK,Unemployed,2012Q1,14.1
Persons aged 15 years and over,UK,Unemployed,2012Q2,12.4
Persons aged 15 years and over,UK,Unemployed,2012Q3,11.5
Persons aged 15 years and over,UK,Unemployed,2012Q4,11.6
Persons aged 15 years and over,UK,Unemployed,2013Q1,12.4
Persons aged 15 years and over,UK,Unemployed,2013Q2,11.0
Persons aged 15 years and over,UK,Unemployed,2013Q3,10.6
Persons aged 15 years and over,UK,Unemployed,2013Q4,11.4
Persons aged 15 years and over,UK,Unemployed,2014Q1,10.9
Persons aged 15 years and over,UK,Unemployed,2014Q2,10.1
Persons aged 15 years and over,UK,Unemployed,2014Q3,9.5
Persons aged 15 years and over,UK,Unemployed,2014Q4,7.8
Persons aged 15 years and over,UK,Unemployed,2015Q1,9.3
Persons aged 15 years and over,UK,Unemployed,2015Q2,7.8
Persons aged 15 years and over,UK,Unemployed,2015Q3,6.9
Persons aged 15 years and over,UK,Unemployed,2015Q4,6.2
Persons aged 15 years and over,UK,Unemployed,2016Q1,5.8
Persons aged 15 years and over,UK,Unemployed,2016Q2,7.4
Persons aged 15 years and over,UK,Unemployed,2016Q3,5.6
Persons aged 15 years and over,UK,Unemployed,2016Q4,4.6
Persons aged 15 years and over,UK,Unemployed,2017Q1,
Persons aged 15 years and over,UK,Unemployed,2017Q2,
Persons aged 15 years and over,UK,Unemployed,2017Q3,
Persons aged 15 years and over,UK,Unemployed,2017Q4,6.8
Persons aged 15 years and over,UK,Unemployed,2018Q1,
Persons aged 15 years and over,UK,Unemployed,2018Q2,
Persons aged 15 years and over,UK,Unemployed,2018Q3,
Persons aged 15 years and over,UK,Unemployed,2018Q4,
Persons aged 15 years and over,UK,Unemployed,2019Q1,
Persons aged 15 years and over,UK,Unemployed,2019Q2,
Persons aged 15 years and over,UK,Unemployed,2019Q3,
Persons aged 15 years and over,UK,Unemployed,2019Q4,
Persons aged 15 years and over,UK,Not in labour force,1998Q1,
Persons aged 15 years and over,UK,Not in labour force,1998Q2,
Persons aged 15 years and over,UK,Not in labour force,1998Q3,
Persons aged 15 years and over,UK,Not in labour force,1998Q4,
Persons aged 15 years and over,UK,Not in labour force,1999Q1,
Persons aged 15 years and over,UK,Not in labour force,1999Q2,
Persons aged 15 years and over,UK,Not in labour force,1999Q3,
Persons aged 15 years and over,UK,Not in labour force,1999Q4,
Persons aged 15 years and over,UK,Not in labour force,2000Q1,
Persons aged 15 years and over,UK,Not in labour force,2000Q2,
Persons aged 15 years and over,UK,Not in labour force,2000Q3,
Persons aged 15 years and over,UK,Not in labour force,2000Q4,
Persons aged 15 years and over,UK,Not in labour force,2001Q1,
Persons aged 15 years and over,UK,Not in labour force,2001Q2,
Persons aged 15 years and over,UK,Not in labour force,2001Q3,
Persons aged 15 years and over,UK,Not in labour force,2001Q4,
Persons aged 15 years and over,UK,Not in labour force,2002Q1,
Persons aged 15 years and over,UK,Not in labour force,2002Q2,
Persons aged 15 years and over,UK,Not in labour force,2002Q3,
Persons aged 15 years and over,UK,Not in labour force,2002Q4,
Persons aged 15 years and over,UK,Not in labour force,2003Q1,
Persons aged 15 years and over,UK,Not in labour force,2003Q2,
Persons aged 15 years and over,UK,Not in labour force,2003Q3,
Persons aged 15 years and over,UK,Not in labour force,2003Q4,
Persons aged 15 years and over,UK,Not in labour force,2004Q1,
Persons aged 15 years and over,UK,Not in labour force,2004Q2,
Persons aged 15 years and over,UK,Not in labour force,2004Q3,
Persons aged 15 years and over,UK,Not in labour force,2004Q4,
Persons aged 15 years and over,UK,Not in labour force,2005Q1,
Persons aged 15 years and over,UK,Not in labour force,2005Q2,
Persons aged 15 years and over,UK,Not in labour force,2005Q3,
Persons aged 15 years and over,UK,Not in labour force,2005Q4,
Persons aged 15 years and over,UK,Not in labour force,2006Q1,
Persons aged 15 years and over,UK,Not in labour force,2006Q2,
Persons aged 15 years and over,UK,Not in labour force,2006Q3,36.2
Persons aged 15 years and over,UK,Not in labour force,2006Q4,36.2
Persons aged 15 years and over,UK,Not in labour force,2007Q1,36.2
Persons aged 15 years and over,UK,Not in labour force,2007Q2,35.2
Persons aged 15 years and over,UK,Not in labour force,2007Q3,37.1
Persons aged 15 years and over,UK,Not in labour force,2007Q4,37.5
Persons aged 15 years and over,UK,Not in labour force,2008Q1,39.6
Persons aged 15 years and over,UK,Not in labour force,2008Q2,40.8
Persons aged 15 years and over,UK,Not in labour force,2008Q3,40.2
Persons aged 15 years and over,UK,Not in labour force,2008Q4,41.3
Persons aged 15 years and over,UK,Not in labour force,2009Q1,39.2
Persons aged 15 years and over,UK,Not in labour force,2009Q2,38.7
Persons aged 15 years and over,UK,Not in labour force,2009Q3,39.7
Persons aged 15 years and over,UK,Not in labour force,2009Q4,39.0
Persons aged 15 years and over,UK,Not in labour force,2010Q1,40.7
Persons aged 15 years and over,UK,Not in labour force,2010Q2,40.5
Persons aged 15 years and over,UK,Not in labour force,2010Q3,42.1
Persons aged 15 years and over,UK,Not in labour force,2010Q4,42.9
Persons aged 15 years and over,UK,Not in labour force,2011Q1,41.2
Persons aged 15 years and over,UK,Not in labour force,2011Q2,42.6
Persons aged 15 years and over,UK,Not in labour force,2011Q3,42.5
Persons aged 15 years and over,UK,Not in labour force,2011Q4,44.5
Persons aged 15 years and over,UK,Not in labour force,2012Q1,43.7
Persons aged 15 years and over,UK,Not in labour force,2012Q2,43.3
Persons aged 15 years and over,UK,Not in labour force,2012Q3,42.9
Persons aged 15 years and over,UK,Not in labour force,2012Q4,43.1
Persons aged 15 years and over,UK,Not in labour force,2013Q1,43.3
Persons aged 15 years and over,UK,Not in labour force,2013Q2,40.3
Persons aged 15 years and over,UK,Not in labour force,2013Q3,39.1
Persons aged 15 years and over,UK,Not in labour force,2013Q4,40.0
Persons aged 15 years and over,UK,Not in labour force,2014Q1,42.1
Persons aged 15 years and over,UK,Not in labour force,2014Q2,42.9
Persons aged 15 years and over,UK,Not in labour force,2014Q3,43.0
Persons aged 15 years and over,UK,Not in labour force,2014Q4,42.9
Persons aged 15 years and over,UK,Not in labour force,2015Q1,43.5
Persons aged 15 years and over,UK,Not in labour force,2015Q2,41.7
Persons aged 15 years and over,UK,Not in labour force,2015Q3,39.2
Persons aged 15 years and over,UK,Not in labour force,2015Q4,42.9
Persons aged 15 years and over,UK,Not in labour force,2016Q1,42.8
Persons aged 15 years and over,UK,Not in labour force,2016Q2,41.5
Persons aged 15 years and over,UK,Not in labour force,2016Q3,41.4
Persons aged 15 years and over,UK,Not in labour force,2016Q4,44.6
Persons aged 15 years and over,UK,Not in labour force,2017Q1,44.9
Persons aged 15 years and over,UK,Not in labour force,2017Q2,43.0
Persons aged 15 years and over,UK,Not in labour force,2017Q3,43.7
Persons aged 15 years and over,UK,Not in labour force,2017Q4,42.3
Persons aged 15 years and over,UK,Not in labour force,2018Q1,43.6
Persons aged 15 years and over,UK,Not in labour force,2018Q2,41.7
Persons aged 15 years and over,UK,Not in labour force,2018Q3,44.6
Persons aged 15 years and over,UK,Not in labour force,2018Q4,43.4
Persons aged 15 years and over,UK,Not in labour force,2019Q1,40.5
Persons aged 15 years and over,UK,Not in labour force,2019Q2,43.0
Persons aged 15 years and over,UK,Not in labour force,2019Q3,48.5
Persons aged 15 years and over,UK,Not in labour force,2019Q4,44.1
Persons aged 15 years and over,Irish,All ILO economic status,1998Q1,
Persons aged 15 years and over,Irish,All ILO economic status,1998Q2,
Persons aged 15 years and over,Irish,All ILO economic status,1998Q3,
Persons aged 15 years and over,Irish,All ILO economic status,1998Q4,
Persons aged 15 years and over,Irish,All ILO economic status,1999Q1,
Persons aged 15 years and over,Irish,All ILO economic status,1999Q2,
Persons aged 15 years and over,Irish,All ILO economic status,1999Q3,
Persons aged 15 years and over,Irish,All ILO economic status,1999Q4,
