STATISTIC,Quarter,Sex,Usual Hours Worked,value
Persons aged 15-89 years in Employment,2017Q3,Both sexes,10-19 hours,129.5
Persons aged 15-89 years in Employment,2017Q3,Both sexes,20-29 hours,272.7
Persons aged 15-89 years in Employment,2017Q3,Both sexes,30-34 hours,128.6
Persons aged 15-89 years in Employment,2017Q3,Both sexes,35-39 hours,615.8
Persons aged 15-89 years in Employment,2017Q3,Both sexes,40-44 hours,557.3
Persons aged 15-89 years in Employment,2017Q3,Both sexes,45 hours and over,356.6
Persons aged 15-89 years in Employment,2017Q3,Both sexes,Variable hours (see note),99.9
Persons aged 15-89 years in Employment,2017Q3,Male,1-9 hours,14.8
Persons aged 15-89 years in Employment,2017Q3,Male,10-19 hours,39.2
Persons aged 15-89 years in Employment,2017Q3,Male,20-29 hours,74.6
Persons aged 15-89 years in Employment,2017Q3,Male,30-34 hours,34.5
Persons aged 15-89 years in Employment,2017Q3,Male,35-39 hours,309.9
Persons aged 15-89 years in Employment,2017Q3,Male,40-44 hours,373.2
Persons aged 15-89 years in Employment,2017Q3,Male,45 hours and over,289.6
Persons aged 15-89 years in Employment,2017Q3,Male,Variable hours (see note),61.6
Persons aged 15-89 years in Employment,2017Q3,Female,1-9 hours,29.1
Persons aged 15-89 years in Employment,2017Q3,Female,10-19 hours,90.3
Persons aged 15-89 years in Employment,2017Q3,Female,20-29 hours,198.1
Persons aged 15-89 years in Employment,2017Q3,Female,30-34 hours,94.1
Persons aged 15-89 years in Employment,2017Q3,Female,35-39 hours,305.9
Persons aged 15-89 years in Employment,2017Q3,Female,40-44 hours,184.1
Persons aged 15-89 years in Employment,2017Q3,Female,45 hours and over,67.0
Persons aged 15-89 years in Employment,2017Q3,Female,Variable hours (see note),38.3
Persons aged 15-89 years in Employment,2017Q4,Both sexes,1-9 hours,58.7
Persons aged 15-89 years in Employment,2017Q4,Both sexes,10-19 hours,146.5
Persons aged 15-89 years in Employment,2017Q4,Both sexes,20-29 hours,267.6
Persons aged 15-89 years in Employment,2017Q4,Both sexes,30-34 hours,127.8
Persons aged 15-89 years in Employment,2017Q4,Both sexes,35-39 hours,597.0
Persons aged 15-89 years in Employment,2017Q4,Both sexes,40-44 hours,578.2
Persons aged 15-89 years in Employment,2017Q4,Both sexes,45 hours and over,348.2
Persons aged 15-89 years in Employment,2017Q4,Both sexes,Variable hours (see note),102.0
Persons aged 15-89 years in Employment,2017Q4,Male,1-9 hours,22.1
Persons aged 15-89 years in Employment,2017Q4,Male,10-19 hours,43.1
Persons aged 15-89 years in Employment,2017Q4,Male,20-29 hours,71.6
Persons aged 15-89 years in Employment,2017Q4,Male,30-34 hours,37.1
Persons aged 15-89 years in Employment,2017Q4,Male,35-39 hours,307.3
Persons aged 15-89 years in Employment,2017Q4,Male,40-44 hours,377.4
Persons aged 15-89 years in Employment,2017Q4,Male,45 hours and over,283.1
Persons aged 15-89 years in Employment,2017Q4,Male,Variable hours (see note),63.4
Persons aged 15-89 years in Employment,2017Q4,Female,1-9 hours,36.6
Persons aged 15-89 years in Employment,2017Q4,Female,10-19 hours,103.4
Persons aged 15-89 years in Employment,2017Q4,Female,20-29 hours,196.0
Persons aged 15-89 years in Employment,2017Q4,Female,30-34 hours,90.7
Persons aged 15-89 years in Employment,2017Q4,Female,35-39 hours,289.7
Persons aged 15-89 years in Employment,2017Q4,Female,40-44 hours,200.8
Persons aged 15-89 years in Employment,2017Q4,Female,45 hours and over,65.1
Persons aged 15-89 years in Employment,2017Q4,Female,Variable hours (see note),38.6
Persons aged 15-89 years in Employment,2018Q1,Both sexes,1-9 hours,51.1
Persons aged 15-89 years in Employment,2018Q1,Both sexes,10-19 hours,146.6
Persons aged 15-89 years in Employment,2018Q1,Both sexes,20-29 hours,266.3
Persons aged 15-89 years in Employment,2018Q1,Both sexes,30-34 hours,132.9
Persons aged 15-89 years in Employment,2018Q1,Both sexes,35-39 hours,622.4
Persons aged 15-89 years in Employment,2018Q1,Both sexes,40-44 hours,562.2
Persons aged 15-89 years in Employment,2018Q1,Both sexes,45 hours and over,339.1
Persons aged 15-89 years in Employment,2018Q1,Both sexes,Variable hours (see note),94.0
Persons aged 15-89 years in Employment,2018Q1,Male,1-9 hours,19.3
Persons aged 15-89 years in Employment,2018Q1,Male,10-19 hours,41.9
Persons aged 15-89 years in Employment,2018Q1,Male,20-29 hours,71.5
Persons aged 15-89 years in Employment,2018Q1,Male,30-34 hours,36.7
Persons aged 15-89 years in Employment,2018Q1,Male,35-39 hours,318.8
Persons aged 15-89 years in Employment,2018Q1,Male,40-44 hours,375.8
Persons aged 15-89 years in Employment,2018Q1,Male,45 hours and over,279.9
Persons aged 15-89 years in Employment,2018Q1,Male,Variable hours (see note),60.8
Persons aged 15-89 years in Employment,2018Q1,Female,1-9 hours,31.8
Persons aged 15-89 years in Employment,2018Q1,Female,10-19 hours,104.7
Persons aged 15-89 years in Employment,2018Q1,Female,20-29 hours,194.8
Persons aged 15-89 years in Employment,2018Q1,Female,30-34 hours,96.2
Persons aged 15-89 years in Employment,2018Q1,Female,35-39 hours,303.6
Persons aged 15-89 years in Employment,2018Q1,Female,40-44 hours,186.3
Persons aged 15-89 years in Employment,2018Q1,Female,45 hours and over,59.2
Persons aged 15-89 years in Employment,2018Q1,Female,Variable hours (see note),33.2
Persons aged 15-89 years in Employment,2018Q2,Both sexes,1-9 hours,52.0
Persons aged 15-89 years in Employment,2018Q2,Both sexes,10-19 hours,140.8
Persons aged 15-89 years in Employment,2018Q2,Both sexes,20-29 hours,259.6
Persons aged 15-89 years in Employment,2018Q2,Both sexes,30-34 hours,134.5
Persons aged 15-89 years in Employment,2018Q2,Both sexes,35-39 hours,648.8
Persons aged 15-89 years in Employment,2018Q2,Both sexes,40-44 hours,565.3
Persons aged 15-89 years in Employment,2018Q2,Both sexes,45 hours and over,331.6
Persons aged 15-89 years in Employment,2018Q2,Both sexes,Variable hours (see note),117.0
Persons aged 15-89 years in Employment,2018Q2,Male,1-9 hours,20.2
Persons aged 15-89 years in Employment,2018Q2,Male,10-19 hours,41.4
Persons aged 15-89 years in Employment,2018Q2,Male,20-29 hours,70.1
Persons aged 15-89 years in Employment,2018Q2,Male,30-34 hours,39.9
Persons aged 15-89 years in Employment,2018Q2,Male,35-39 hours,329.0
Persons aged 15-89 years in Employment,2018Q2,Male,40-44 hours,375.3
Persons aged 15-89 years in Employment,2018Q2,Male,45 hours and over,266.0
Persons aged 15-89 years in Employment,2018Q2,Male,Variable hours (see note),72.4
Persons aged 15-89 years in Employment,2018Q2,Female,1-9 hours,31.7
Persons aged 15-89 years in Employment,2018Q2,Female,10-19 hours,99.4
Persons aged 15-89 years in Employment,2018Q2,Female,20-29 hours,189.6
Persons aged 15-89 years in Employment,2018Q2,Female,30-34 hours,94.6
Persons aged 15-89 years in Employment,2018Q2,Female,35-39 hours,319.8
Persons aged 15-89 years in Employment,2018Q2,Female,40-44 hours,190.0
Persons aged 15-89 years in Employment,2018Q2,Female,45 hours and over,65.6
Persons aged 15-89 years in Employment,2018Q2,Female,Variable hours (see note),44.6
Persons aged 15-89 years in Employment,2018Q3,Both sexes,1-9 hours,45.1
Persons aged 15-89 years in Employment,2018Q3,Both sexes,10-19 hours,138.6
Persons aged 15-89 years in Employment,2018Q3,Both sexes,20-29 hours,258.9
Persons aged 15-89 years in Employment,2018Q3,Both sexes,30-34 hours,139.2
Persons aged 15-89 years in Employment,2018Q3,Both sexes,35-39 hours,654.8
Persons aged 15-89 years in Employment,2018Q3,Both sexes,40-44 hours,584.3
Persons aged 15-89 years in Employment,2018Q3,Both sexes,45 hours and over,332.8
Persons aged 15-89 years in Employment,2018Q3,Both sexes,Variable hours (see note),115.1
Persons aged 15-89 years in Employment,2018Q3,Male,1-9 hours,15.7
Persons aged 15-89 years in Employment,2018Q3,Male,10-19 hours,40.4
Persons aged 15-89 years in Employment,2018Q3,Male,20-29 hours,68.8
Persons aged 15-89 years in Employment,2018Q3,Male,30-34 hours,39.6
Persons aged 15-89 years in Employment,2018Q3,Male,35-39 hours,339.0
Persons aged 15-89 years in Employment,2018Q3,Male,40-44 hours,384.6
Persons aged 15-89 years in Employment,2018Q3,Male,45 hours and over,268.9
Persons aged 15-89 years in Employment,2018Q3,Male,Variable hours (see note),73.0
Persons aged 15-89 years in Employment,2018Q3,Female,1-9 hours,29.5
Persons aged 15-89 years in Employment,2018Q3,Female,10-19 hours,98.2
Persons aged 15-89 years in Employment,2018Q3,Female,20-29 hours,190.1
Persons aged 15-89 years in Employment,2018Q3,Female,30-34 hours,99.7
Persons aged 15-89 years in Employment,2018Q3,Female,35-39 hours,315.8
Persons aged 15-89 years in Employment,2018Q3,Female,40-44 hours,199.7
Persons aged 15-89 years in Employment,2018Q3,Female,45 hours and over,63.9
Persons aged 15-89 years in Employment,2018Q3,Female,Variable hours (see note),42.2
Persons aged 15-89 years in Employment,2018Q4,Both sexes,1-9 hours,46.0
Persons aged 15-89 years in Employment,2018Q4,Both sexes,10-19 hours,148.2
Persons aged 15-89 years in Employment,2018Q4,Both sexes,20-29 hours,258.6
Persons aged 15-89 years in Employment,2018Q4,Both sexes,30-34 hours,131.2
Persons aged 15-89 years in Employment,2018Q4,Both sexes,35-39 hours,647.4
Persons aged 15-89 years in Employment,2018Q4,Both sexes,40-44 hours,595.2
Persons aged 15-89 years in Employment,2018Q4,Both sexes,45 hours and over,335.7
Persons aged 15-89 years in Employment,2018Q4,Both sexes,Variable hours (see note),114.1
Persons aged 15-89 years in Employment,2018Q4,Male,1-9 hours,16.6
Persons aged 15-89 years in Employment,2018Q4,Male,10-19 hours,44.7
Persons aged 15-89 years in Employment,2018Q4,Male,20-29 hours,68.1
Persons aged 15-89 years in Employment,2018Q4,Male,30-34 hours,34.3
Persons aged 15-89 years in Employment,2018Q4,Male,35-39 hours,332.3
Persons aged 15-89 years in Employment,2018Q4,Male,40-44 hours,397.0
Persons aged 15-89 years in Employment,2018Q4,Male,45 hours and over,268.6
Persons aged 15-89 years in Employment,2018Q4,Male,Variable hours (see note),67.9
Persons aged 15-89 years in Employment,2018Q4,Female,1-9 hours,29.4
Persons aged 15-89 years in Employment,2018Q4,Female,10-19 hours,103.4
Persons aged 15-89 years in Employment,2018Q4,Female,20-29 hours,190.5
Persons aged 15-89 years in Employment,2018Q4,Female,30-34 hours,97.0
Persons aged 15-89 years in Employment,2018Q4,Female,35-39 hours,315.1
Persons aged 15-89 years in Employment,2018Q4,Female,40-44 hours,198.2
Persons aged 15-89 years in Employment,2018Q4,Female,45 hours and over,67.1
Persons aged 15-89 years in Employment,2018Q4,Female,Variable hours (see note),46.2
Persons aged 15-89 years in Employment,2019Q1,Both sexes,1-9 hours,50.9
Persons aged 15-89 years in Employment,2019Q1,Both sexes,10-19 hours,150.3
Persons aged 15-89 years in Employment,2019Q1,Both sexes,20-29 hours,259.4
Persons aged 15-89 years in Employment,2019Q1,Both sexes,30-34 hours,134.5
Persons aged 15-89 years in Employment,2019Q1,Both sexes,35-39 hours,656.4
Persons aged 15-89 years in Employment,2019Q1,Both sexes,40-44 hours,591.9
Persons aged 15-89 years in Employment,2019Q1,Both sexes,45 hours and over,337.9
Persons aged 15-89 years in Employment,2019Q1,Both sexes,Variable hours (see note),117.1
Persons aged 15-89 years in Employment,2019Q1,Male,1-9 hours,17.0
Persons aged 15-89 years in Employment,2019Q1,Male,10-19 hours,41.0
Persons aged 15-89 years in Employment,2019Q1,Male,20-29 hours,62.8
Persons aged 15-89 years in Employment,2019Q1,Male,30-34 hours,34.7
Persons aged 15-89 years in Employment,2019Q1,Male,35-39 hours,339.6
Persons aged 15-89 years in Employment,2019Q1,Male,40-44 hours,394.3
Persons aged 15-89 years in Employment,2019Q1,Male,45 hours and over,273.8
Persons aged 15-89 years in Employment,2019Q1,Male,Variable hours (see note),73.1
Persons aged 15-89 years in Employment,2019Q1,Female,1-9 hours,34.0
Persons aged 15-89 years in Employment,2019Q1,Female,10-19 hours,109.4
Persons aged 15-89 years in Employment,2019Q1,Female,20-29 hours,196.7
Persons aged 15-89 years in Employment,2019Q1,Female,30-34 hours,99.8
Persons aged 15-89 years in Employment,2019Q1,Female,35-39 hours,316.9
Persons aged 15-89 years in Employment,2019Q1,Female,40-44 hours,197.6
Persons aged 15-89 years in Employment,2019Q1,Female,45 hours and over,64.0
Persons aged 15-89 years in Employment,2019Q1,Female,Variable hours (see note),43.9
Persons aged 15-89 years in Employment,2019Q2,Both sexes,1-9 hours,43.6
Persons aged 15-89 years in Employment,2019Q2,Both sexes,10-19 hours,149.8
Persons aged 15-89 years in Employment,2019Q2,Both sexes,20-29 hours,263.0
Persons aged 15-89 years in Employment,2019Q2,Both sexes,30-34 hours,137.9
Persons aged 15-89 years in Employment,2019Q2,Both sexes,35-39 hours,651.9
Persons aged 15-89 years in Employment,2019Q2,Both sexes,40-44 hours,602.9
Persons aged 15-89 years in Employment,2019Q2,Both sexes,45 hours and over,347.2
Persons aged 15-89 years in Employment,2019Q2,Both sexes,Variable hours (see note),99.8
Persons aged 15-89 years in Employment,2019Q2,Male,1-9 hours,14.4
Persons aged 15-89 years in Employment,2019Q2,Male,10-19 hours,38.3
Persons aged 15-89 years in Employment,2019Q2,Male,20-29 hours,68.6
Persons aged 15-89 years in Employment,2019Q2,Male,30-34 hours,34.0
Persons aged 15-89 years in Employment,2019Q2,Male,35-39 hours,339.1
Persons aged 15-89 years in Employment,2019Q2,Male,40-44 hours,399.2
Persons aged 15-89 years in Employment,2019Q2,Male,45 hours and over,282.4
Persons aged 15-89 years in Employment,2019Q2,Male,Variable hours (see note),65.4
Persons aged 15-89 years in Employment,2019Q2,Female,1-9 hours,29.3
Persons aged 15-89 years in Employment,2019Q2,Female,10-19 hours,111.5
Persons aged 15-89 years in Employment,2019Q2,Female,20-29 hours,194.4
Persons aged 15-89 years in Employment,2019Q2,Female,30-34 hours,104.0
Persons aged 15-89 years in Employment,2019Q2,Female,35-39 hours,312.8
Persons aged 15-89 years in Employment,2019Q2,Female,40-44 hours,203.6
Persons aged 15-89 years in Employment,2019Q2,Female,45 hours and over,64.8
Persons aged 15-89 years in Employment,2019Q2,Female,Variable hours (see note),34.4
Persons aged 15-89 years in Employment,2019Q3,Both sexes,1-9 hours,42.0
Persons aged 15-89 years in Employment,2019Q3,Both sexes,10-19 hours,140.3
Persons aged 15-89 years in Employment,2019Q3,Both sexes,20-29 hours,265.7
Persons aged 15-89 years in Employment,2019Q3,Both sexes,30-34 hours,147.4
Persons aged 15-89 years in Employment,2019Q3,Both sexes,35-39 hours,671.7
Persons aged 15-89 years in Employment,2019Q3,Both sexes,40-44 hours,594.3
Persons aged 15-89 years in Employment,2019Q3,Both sexes,45 hours and over,349.2
Persons aged 15-89 years in Employment,2019Q3,Both sexes,Variable hours (see note),112.8
Persons aged 15-89 years in Employment,2019Q3,Male,1-9 hours,13.2
Persons aged 15-89 years in Employment,2019Q3,Male,10-19 hours,35.3
Persons aged 15-89 years in Employment,2019Q3,Male,20-29 hours,73.6
Persons aged 15-89 years in Employment,2019Q3,Male,30-34 hours,38.7
Persons aged 15-89 years in Employment,2019Q3,Male,35-39 hours,355.2
Persons aged 15-89 years in Employment,2019Q3,Male,40-44 hours,396.0
Persons aged 15-89 years in Employment,2019Q3,Male,45 hours and over,281.2
Persons aged 15-89 years in Employment,2019Q3,Male,Variable hours (see note),65.9
Persons aged 15-89 years in Employment,2019Q3,Female,1-9 hours,28.8
Persons aged 15-89 years in Employment,2019Q3,Female,10-19 hours,105.0
Persons aged 15-89 years in Employment,2019Q3,Female,20-29 hours,192.1
Persons aged 15-89 years in Employment,2019Q3,Female,30-34 hours,108.7
Persons aged 15-89 years in Employment,2019Q3,Female,35-39 hours,316.5
Persons aged 15-89 years in Employment,2019Q3,Female,40-44 hours,198.3
Persons aged 15-89 years in Employment,2019Q3,Female,45 hours and over,68.0
Persons aged 15-89 years in Employment,2019Q3,Female,Variable hours (see note),46.9
Persons aged 15-89 years in Employment,2019Q4,Both sexes,1-9 hours,60.3
Persons aged 15-89 years in Employment,2019Q4,Both sexes,10-19 hours,158.9
Persons aged 15-89 years in Employment,2019Q4,Both sexes,20-29 hours,266.8
Persons aged 15-89 years in Employment,2019Q4,Both sexes,30-34 hours,151.4
Persons aged 15-89 years in Employment,2019Q4,Both sexes,35-39 hours,671.1
Persons aged 15-89 years in Employment,2019Q4,Both sexes,40-44 hours,577.3
Persons aged 15-89 years in Employment,2019Q4,Both sexes,45 hours and over,355.9
Persons aged 15-89 years in Employment,2019Q4,Both sexes,Variable hours (see note),115.6
Persons aged 15-89 years in Employment,2019Q4,Male,1-9 hours,23.1
Persons aged 15-89 years in Employment,2019Q4,Male,10-19 hours,46.1
Persons aged 15-89 years in Employment,2019Q4,Male,20-29 hours,73.4
Persons aged 15-89 years in Employment,2019Q4,Male,30-34 hours,41.4
Persons aged 15-89 years in Employment,2019Q4,Male,35-39 hours,350.7
Persons aged 15-89 years in Employment,2019Q4,Male,40-44 hours,383.8
Persons aged 15-89 years in Employment,2019Q4,Male,45 hours and over,283.1
Persons aged 15-89 years in Employment,2019Q4,Male,Variable hours (see note),71.0
Persons aged 15-89 years in Employment,2019Q4,Female,1-9 hours,37.2
Persons aged 15-89 years in Employment,2019Q4,Female,10-19 hours,112.9
Persons aged 15-89 years in Employment,2019Q4,Female,20-29 hours,193.4
Persons aged 15-89 years in Employment,2019Q4,Female,30-34 hours,110.0
Persons aged 15-89 years in Employment,2019Q4,Female,35-39 hours,320.4
Persons aged 15-89 years in Employment,2019Q4,Female,40-44 hours,193.4
Persons aged 15-89 years in Employment,2019Q4,Female,45 hours and over,72.8
Persons aged 15-89 years in Employment,2019Q4,Female,Variable hours (see note),44.6
Persons aged 15-89 years in Employment,2020Q1,Both sexes,1-9 hours,63.2
Persons aged 15-89 years in Employment,2020Q1,Both sexes,10-19 hours,159.0
Persons aged 15-89 years in Employment,2020Q1,Both sexes,20-29 hours,258.1
Persons aged 15-89 years in Employment,2020Q1,Both sexes,30-34 hours,150.1
Persons aged 15-89 years in Employment,2020Q1,Both sexes,35-39 hours,669.9
Persons aged 15-89 years in Employment,2020Q1,Both sexes,40-44 hours,589.9
Persons aged 15-89 years in Employment,2020Q1,Both sexes,45 hours and over,355.7
Persons aged 15-89 years in Employment,2020Q1,Both sexes,Variable hours (see note),101.3
Persons aged 15-89 years in Employment,2020Q1,Male,1-9 hours,22.9
Persons aged 15-89 years in Employment,2020Q1,Male,10-19 hours,42.1
Persons aged 15-89 years in Employment,2020Q1,Male,20-29 hours,65.5
Persons aged 15-89 years in Employment,2020Q1,Male,30-34 hours,39.0
Persons aged 15-89 years in Employment,2020Q1,Male,35-39 hours,357.3
Persons aged 15-89 years in Employment,2020Q1,Male,40-44 hours,394.5
Persons aged 15-89 years in Employment,2020Q1,Male,45 hours and over,279.7
Persons aged 15-89 years in Employment,2020Q1,Male,Variable hours (see note),66.7
Persons aged 15-89 years in Employment,2020Q1,Female,1-9 hours,40.3
Persons aged 15-89 years in Employment,2020Q1,Female,10-19 hours,116.9
Persons aged 15-89 years in Employment,2020Q1,Female,20-29 hours,192.6
Persons aged 15-89 years in Employment,2020Q1,Female,30-34 hours,111.1
Persons aged 15-89 years in Employment,2020Q1,Female,35-39 hours,312.6
Persons aged 15-89 years in Employment,2020Q1,Female,40-44 hours,195.4
Persons aged 15-89 years in Employment,2020Q1,Female,45 hours and over,75.9
Persons aged 15-89 years in Employment,2020Q1,Female,Variable hours (see note),34.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,1-9 hours,35.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,10-19 hours,112.5
Persons aged 15-89 years in Employment,2020Q2,Both sexes,20-29 hours,229.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,30-34 hours,133.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,35-39 hours,661.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,40-44 hours,555.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,45 hours and over,326.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Variable hours (see note),84.0
Persons aged 15-89 years in Employment,2020Q2,Male,1-9 hours,12.8
Persons aged 15-89 years in Employment,2020Q2,Male,10-19 hours,32.9
Persons aged 15-89 years in Employment,2020Q2,Male,20-29 hours,61.0
Persons aged 15-89 years in Employment,2020Q2,Male,30-34 hours,38.4
Persons aged 15-89 years in Employment,2020Q2,Male,35-39 hours,343.5
Persons aged 15-89 years in Employment,2020Q2,Male,40-44 hours,379.1
Persons aged 15-89 years in Employment,2020Q2,Male,45 hours and over,257.2
Persons aged 15-89 years in Employment,2020Q2,Male,Variable hours (see note),50.4
Persons aged 15-89 years in Employment,2020Q2,Female,1-9 hours,22.3
Persons aged 15-89 years in Employment,2020Q2,Female,10-19 hours,79.6
Persons aged 15-89 years in Employment,2020Q2,Female,20-29 hours,168.3
Persons aged 15-89 years in Employment,2020Q2,Female,30-34 hours,94.9
Persons aged 15-89 years in Employment,2020Q2,Female,35-39 hours,318.1
Persons aged 15-89 years in Employment,2020Q2,Female,40-44 hours,176.5
Persons aged 15-89 years in Employment,2020Q2,Female,45 hours and over,69.5
Persons aged 15-89 years in Employment,2020Q2,Female,Variable hours (see note),33.6
Persons aged 15-89 years in Employment,2020Q3,Both sexes,1-9 hours,36.9
Persons aged 15-89 years in Employment,2020Q3,Both sexes,10-19 hours,128.7
Persons aged 15-89 years in Employment,2020Q3,Both sexes,20-29 hours,250.2
Persons aged 15-89 years in Employment,2020Q3,Both sexes,30-34 hours,155.9
Persons aged 15-89 years in Employment,2020Q3,Both sexes,35-39 hours,708.3
Persons aged 15-89 years in Employment,2020Q3,Both sexes,40-44 hours,565.1
Persons aged 15-89 years in Employment,2020Q3,Both sexes,45 hours and over,312.8
Persons aged 15-89 years in Employment,2020Q3,Both sexes,Variable hours (see note),92.2
Persons aged 15-89 years in Employment,2020Q3,Male,1-9 hours,12.1
Persons aged 15-89 years in Employment,2020Q3,Male,10-19 hours,40.4
Persons aged 15-89 years in Employment,2020Q3,Male,20-29 hours,71.5
Persons aged 15-89 years in Employment,2020Q3,Male,30-34 hours,45.7
Persons aged 15-89 years in Employment,2020Q3,Male,35-39 hours,362.5
Persons aged 15-89 years in Employment,2020Q3,Male,40-44 hours,385.1
Persons aged 15-89 years in Employment,2020Q3,Male,45 hours and over,252.6
Persons aged 15-89 years in Employment,2020Q3,Male,Variable hours (see note),57.0
Persons aged 15-89 years in Employment,2020Q3,Female,1-9 hours,24.8
Persons aged 15-89 years in Employment,2020Q3,Female,10-19 hours,88.4
Persons aged 15-89 years in Employment,2020Q3,Female,20-29 hours,178.7
Persons aged 15-89 years in Employment,2020Q3,Female,30-34 hours,110.2
Persons aged 15-89 years in Employment,2020Q3,Female,35-39 hours,345.8
Persons aged 15-89 years in Employment,2020Q3,Female,40-44 hours,180.0
Persons aged 15-89 years in Employment,2020Q3,Female,45 hours and over,60.2
Persons aged 15-89 years in Employment,2020Q3,Female,Variable hours (see note),35.2
Persons aged 15-89 years in Employment,2020Q4,Both sexes,1-9 hours,45.8
Persons aged 15-89 years in Employment,2020Q4,Both sexes,10-19 hours,135.2
Persons aged 15-89 years in Employment,2020Q4,Both sexes,20-29 hours,249.9
Persons aged 15-89 years in Employment,2020Q4,Both sexes,30-34 hours,149.5
Persons aged 15-89 years in Employment,2020Q4,Both sexes,35-39 hours,702.8
Persons aged 15-89 years in Employment,2020Q4,Both sexes,40-44 hours,583.4
Persons aged 15-89 years in Employment,2020Q4,Both sexes,45 hours and over,327.4
Persons aged 15-89 years in Employment,2020Q4,Both sexes,Variable hours (see note),82.8
Persons aged 15-89 years in Employment,2020Q4,Male,1-9 hours,16.5
Persons aged 15-89 years in Employment,2020Q4,Male,10-19 hours,42.8
Persons aged 15-89 years in Employment,2020Q4,Male,20-29 hours,68.5
Persons aged 15-89 years in Employment,2020Q4,Male,30-34 hours,42.5
Persons aged 15-89 years in Employment,2020Q4,Male,35-39 hours,356.2
Persons aged 15-89 years in Employment,2020Q4,Male,40-44 hours,392.0
Persons aged 15-89 years in Employment,2020Q4,Male,45 hours and over,262.7
Persons aged 15-89 years in Employment,2020Q4,Male,Variable hours (see note),51.1
Persons aged 15-89 years in Employment,2020Q4,Female,1-9 hours,29.3
Persons aged 15-89 years in Employment,2020Q4,Female,10-19 hours,92.4
Persons aged 15-89 years in Employment,2020Q4,Female,20-29 hours,181.4
Persons aged 15-89 years in Employment,2020Q4,Female,30-34 hours,107.0
Persons aged 15-89 years in Employment,2020Q4,Female,35-39 hours,346.6
Persons aged 15-89 years in Employment,2020Q4,Female,40-44 hours,191.5
Persons aged 15-89 years in Employment,2020Q4,Female,45 hours and over,64.8
Persons aged 15-89 years in Employment,2020Q4,Female,Variable hours (see note),31.7
Persons aged 15-89 years in Employment,2021Q1,Both sexes,1-9 hours,48.6
Persons aged 15-89 years in Employment,2021Q1,Both sexes,10-19 hours,137.6
Persons aged 15-89 years in Employment,2021Q1,Both sexes,20-29 hours,245.5
Persons aged 15-89 years in Employment,2021Q1,Both sexes,30-34 hours,156.9
Persons aged 15-89 years in Employment,2021Q1,Both sexes,35-39 hours,690.4
Persons aged 15-89 years in Employment,2021Q1,Both sexes,40-44 hours,555.7
Persons aged 15-89 years in Employment,2021Q1,Both sexes,45 hours and over,315.0
Persons aged 15-89 years in Employment,2021Q1,Both sexes,Variable hours (see note),58.8
Persons aged 15-89 years in Employment,2021Q1,Male,1-9 hours,18.3
Persons aged 15-89 years in Employment,2021Q1,Male,10-19 hours,42.8
Persons aged 15-89 years in Employment,2021Q1,Male,20-29 hours,74.6
Persons aged 15-89 years in Employment,2021Q1,Male,30-34 hours,43.8
Persons aged 15-89 years in Employment,2021Q1,Male,35-39 hours,358.0
Persons aged 15-89 years in Employment,2021Q1,Male,40-44 hours,371.5
Persons aged 15-89 years in Employment,2021Q1,Male,45 hours and over,247.8
Persons aged 15-89 years in Employment,2021Q1,Male,Variable hours (see note),34.3
Persons aged 15-89 years in Employment,2021Q1,Female,1-9 hours,30.4
Persons aged 15-89 years in Employment,2021Q1,Female,10-19 hours,94.7
Persons aged 15-89 years in Employment,2021Q1,Female,20-29 hours,170.9
Persons aged 15-89 years in Employment,2021Q1,Female,30-34 hours,113.1
Persons aged 15-89 years in Employment,2021Q1,Female,35-39 hours,332.4
Persons aged 15-89 years in Employment,2021Q1,Female,40-44 hours,184.1
Persons aged 15-89 years in Employment,2021Q1,Female,45 hours and over,67.2
Persons aged 15-89 years in Employment,2021Q1,Female,Variable hours (see note),24.5
Persons aged 15-89 years in Employment,2021Q2,Both sexes,1-9 hours,44.0
Persons aged 15-89 years in Employment,2021Q2,Both sexes,10-19 hours,148.4
Persons aged 15-89 years in Employment,2021Q2,Both sexes,20-29 hours,281.6
Persons aged 15-89 years in Employment,2021Q2,Both sexes,30-34 hours,149.2
Persons aged 15-89 years in Employment,2021Q2,Both sexes,35-39 hours,772.7
Persons aged 15-89 years in Employment,2021Q2,Both sexes,40-44 hours,577.1
Persons aged 15-89 years in Employment,2021Q2,Both sexes,45 hours and over,308.4
Persons aged 15-89 years in Employment,2021Q2,Both sexes,Variable hours (see note),45.6
Persons aged 15-89 years in Employment,2021Q2,Male,1-9 hours,15.0
Persons aged 15-89 years in Employment,2021Q2,Male,10-19 hours,45.6
Persons aged 15-89 years in Employment,2021Q2,Male,20-29 hours,85.5
Persons aged 15-89 years in Employment,2021Q2,Male,30-34 hours,41.0
Persons aged 15-89 years in Employment,2021Q2,Male,35-39 hours,412.9
Persons aged 15-89 years in Employment,2021Q2,Male,40-44 hours,378.7
Persons aged 15-89 years in Employment,2021Q2,Male,45 hours and over,244.1
